Resource,lifecycle:transition,timesincemidnight,timesincelastevent,timesincecasestart,event_nr,month,weekday,hour,open_cases,time:timestamp,Activity,case:AMOUNT_REQ,CaseID,case:label,remaining_time
11259.0,START,628.0,193.7840833333333,19912.179616666668,36.0,11.0,2.0,10.0,684.0,1320229731.896,wnabellenoffertesstart,11500.0,178203,False,204688.242000103
11259.0,COMPLETE,629.0,0.64345,19912.823066666668,37.0,11.0,2.0,10.0,684.0,1320229770.503,osentbackcomplete,11500.0,178203,False,204649.63499999046
11259.0,SCHEDULE,629.0,0.0025,19912.825566666663,38.0,11.0,2.0,10.0,684.0,1320229770.653,wvaliderenaanvraagschedule,11500.0,178203,False,204649.4849998951
11259.0,COMPLETE,629.0,0.0316833333333333,19912.85725,39.0,11.0,2.0,10.0,684.0,1320229772.554,wnabellenoffertescomplete,11500.0,178203,False,204647.58400011063
11259.0,START,1080.0,5985.370333333333,30153.30178333333,23.0,11.0,2.0,18.0,709.0,1320861641.55,wnabellenoffertesstart,4000.0,178335,False,1181848.361000061
11259.0,COMPLETE,1081.0,0.3626833333333333,30153.664466666665,24.0,11.0,2.0,18.0,709.0,1320861663.311,osentbackcomplete,4000.0,178335,False,1181826.5999999046
11259.0,SCHEDULE,1081.0,0.0050333333333333,30153.6695,25.0,11.0,2.0,18.0,709.0,1320861663.613,wvaliderenaanvraagschedule,4000.0,178335,False,1181826.2980000973
11259.0,COMPLETE,1081.0,0.0327166666666666,30153.70221666667,26.0,11.0,2.0,18.0,709.0,1320861665.576,wnabellenoffertescomplete,4000.0,178335,False,1181824.3350000381
11259.0,START,641.0,8406.063883333334,17918.68245,15.0,11.0,2.0,10.0,684.0,1320230508.888,wnabellenoffertesstart,25000.0,178739,False,601301.7509999275
11259.0,COMPLETE,643.0,1.2834166666666669,17919.965866666666,16.0,11.0,2.0,10.0,684.0,1320230585.893,osentbackcomplete,25000.0,178739,False,601224.7460000515
11259.0,SCHEDULE,643.0,0.00245,17919.968316666665,17.0,11.0,2.0,10.0,684.0,1320230586.04,wvaliderenaanvraagschedule,25000.0,178739,False,601224.5989999771
11259.0,COMPLETE,643.0,0.0253833333333333,17919.9937,18.0,11.0,2.0,10.0,684.0,1320230587.563,wnabellenoffertescomplete,25000.0,178739,False,601223.0759999752
11259.0,START,1090.0,1477.81445,27740.658916666667,36.0,11.0,2.0,18.0,710.0,1320862246.72,wnabellenoffertesstart,33629.0,178804,False,332961.7620000839
11259.0,COMPLETE,1091.0,0.31705,27740.975966666665,37.0,11.0,2.0,18.0,710.0,1320862265.743,osentbackcomplete,33629.0,178804,False,332942.739000082
11259.0,SCHEDULE,1091.0,0.0047666666666666,27740.980733333334,38.0,11.0,2.0,18.0,710.0,1320862266.029,wvaliderenaanvraagschedule,33629.0,178804,False,332942.45300006866
11259.0,COMPLETE,1091.0,0.0341166666666666,27741.01485,39.0,11.0,2.0,18.0,710.0,1320862268.076,wnabellenoffertescomplete,33629.0,178804,False,332940.4060001373
11259.0,START,668.0,2299.7993,16656.129916666665,23.0,11.0,2.0,11.0,684.0,1320232091.334,wnabellenoffertesstart,13000.0,178954,False,606592.8519999981
11259.0,COMPLETE,668.0,0.3019833333333333,16656.4319,24.0,11.0,2.0,11.0,684.0,1320232109.453,osentbackcomplete,13000.0,178954,False,606574.73300004
11259.0,SCHEDULE,668.0,0.0031,16656.435,25.0,11.0,2.0,11.0,684.0,1320232109.639,wvaliderenaanvraagschedule,13000.0,178954,False,606574.5470001698
11259.0,COMPLETE,668.0,0.02755,16656.46255,26.0,11.0,2.0,11.0,684.0,1320232111.292,wnabellenoffertescomplete,13000.0,178954,False,606572.8940000534
11259.0,START,1089.0,7268.764816666667,26334.49608333333,27.0,11.0,2.0,18.0,709.0,1320862185.904,wnabellenoffertesstart,7000.0,179005,False,327958.43700003624
11259.0,COMPLETE,1090.0,0.3499166666666666,26334.846,28.0,11.0,2.0,18.0,710.0,1320862206.899,osentbackcomplete,7000.0,179005,False,327937.4420001507
11259.0,SCHEDULE,1090.0,0.0054,26334.8514,29.0,11.0,2.0,18.0,710.0,1320862207.223,wvaliderenaanvraagschedule,7000.0,179005,False,327937.1180000305
11259.0,COMPLETE,1090.0,0.0229166666666666,26334.874316666668,30.0,11.0,2.0,18.0,710.0,1320862208.598,wnabellenoffertescomplete,7000.0,179005,False,327935.7430000305
11259.0,START,654.0,2397.8505833333334,14108.254716666666,15.0,11.0,2.0,10.0,684.0,1320231240.496,wnabellenoffertesstart,15000.0,179218,False,184604.5190000534
11259.0,COMPLETE,654.0,0.3733166666666667,14108.628033333332,16.0,11.0,2.0,10.0,684.0,1320231262.895,osentbackcomplete,15000.0,179218,False,184582.12000012398
11259.0,SCHEDULE,654.0,0.0023833333333333,14108.630416666669,17.0,11.0,2.0,10.0,684.0,1320231263.038,wvaliderenaanvraagschedule,15000.0,179218,False,184581.9769999981
11259.0,COMPLETE,654.0,0.0176333333333333,14108.64805,18.0,11.0,2.0,10.0,684.0,1320231264.096,wnabellenoffertescomplete,15000.0,179218,False,184580.91900014877
11259.0,START,1044.0,122.33318333333334,22929.85278333333,56.0,11.0,1.0,17.0,694.0,1320773051.86,wnabellenincompletedossiersstart,5000.0,179272,False,74080.72699999809
11259.0,SCHEDULE,1046.0,2.564633333333333,22932.417416666667,57.0,11.0,1.0,17.0,696.0,1320773205.738,wvaliderenaanvraagschedule,5000.0,179272,False,73926.84899997711
11259.0,COMPLETE,1046.0,0.0295,22932.446916666668,58.0,11.0,1.0,17.0,696.0,1320773207.508,wnabellenincompletedossierscomplete,5000.0,179272,False,73925.07899999619
11259.0,START,1070.0,12721.209733333331,24250.816766666667,23.0,11.0,2.0,17.0,709.0,1320861034.848,wnabellenoffertesstart,12500.0,179284,True,59631.9960000515
11259.0,COMPLETE,1071.0,0.61875,24251.43551666667,24.0,11.0,2.0,17.0,709.0,1320861071.973,wnabellenoffertescomplete,12500.0,179284,True,59594.8710000515
11259.0,START,1073.0,2.6680166666666665,24254.10353333333,25.0,11.0,2.0,17.0,709.0,1320861232.054,wnabellenoffertesstart,12500.0,179284,True,59434.79000020027
11259.0,COMPLETE,1074.0,0.2096166666666666,24254.31315,26.0,11.0,2.0,17.0,709.0,1320861244.631,osentbackcomplete,12500.0,179284,True,59422.21300005913
11259.0,SCHEDULE,1074.0,0.0050666666666666,24254.318216666667,27.0,11.0,2.0,17.0,709.0,1320861244.935,wvaliderenaanvraagschedule,12500.0,179284,True,59421.90900015831
11259.0,COMPLETE,1074.0,0.0211166666666666,24254.339333333333,28.0,11.0,2.0,17.0,709.0,1320861246.202,wnabellenoffertescomplete,12500.0,179284,True,59420.642000198364
11259.0,START,614.0,1366.29035,44497.645533333336,58.0,11.0,3.0,10.0,748.0,1322129698.584,wvaliderenaanvraagstart,20000.0,179384,False,350523.8059999943
11259.0,COMPLETE,615.0,0.49825,44498.14378333333,59.0,11.0,3.0,10.0,741.0,1322129728.479,wvaliderenaanvraagcomplete,20000.0,179384,False,350493.91100001335
11259.0,START,795.0,8445.719233333333,28893.2842,19.0,11.0,0.0,13.0,757.0,1321276500.508,wnabellenoffertesstart,6500.0,179652,False,609533.0960001945
11259.0,COMPLETE,795.0,0.2371666666666666,28893.521366666668,20.0,11.0,0.0,13.0,758.0,1321276514.738,osentbackcomplete,6500.0,179652,False,609518.8660001755
11259.0,SCHEDULE,795.0,0.0032666666666666,28893.52463333333,21.0,11.0,0.0,13.0,758.0,1321276514.934,wvaliderenaanvraagschedule,6500.0,179652,False,609518.6700000763
11259.0,COMPLETE,795.0,0.0506166666666666,28893.57525,22.0,11.0,0.0,13.0,758.0,1321276517.971,wnabellenoffertescomplete,6500.0,179652,False,609515.6330001354
11259.0,START,716.0,2900.4469166666668,22983.04033333333,22.0,11.0,3.0,11.0,728.0,1320926163.945,wnabellenoffertesstart,8000.0,179673,True,361186.3680000305
11259.0,COMPLETE,716.0,0.1889,22983.22923333333,23.0,11.0,3.0,11.0,728.0,1320926175.279,osentbackcomplete,8000.0,179673,True,361175.0339999199
11259.0,SCHEDULE,716.0,0.00315,22983.23238333333,24.0,11.0,3.0,11.0,728.0,1320926175.468,wvaliderenaanvraagschedule,8000.0,179673,True,361174.8450000286
11259.0,COMPLETE,716.0,0.0364166666666666,22983.2688,25.0,11.0,3.0,11.0,728.0,1320926177.653,wnabellenoffertescomplete,8000.0,179673,True,361172.6599998474
11259.0,START,691.0,12390.95925,41298.17088333333,27.0,11.0,2.0,11.0,729.0,1322047881.422,wnabellenoffertesstart,2500.0,179763,False,431601.4880001545
11259.0,COMPLETE,691.0,0.1941166666666666,41298.365,28.0,11.0,2.0,11.0,730.0,1322047893.069,osentbackcomplete,2500.0,179763,False,431589.8410000801
11259.0,SCHEDULE,691.0,0.0028666666666666,41298.36786666667,29.0,11.0,2.0,11.0,730.0,1322047893.241,wvaliderenaanvraagschedule,2500.0,179763,False,431589.6690001488
11259.0,COMPLETE,691.0,0.03625,41298.404116666665,30.0,11.0,2.0,11.0,730.0,1322047895.416,wnabellenoffertescomplete,2500.0,179763,False,431587.49400019646
11259.0,START,761.0,1175.9977166666667,31106.55071666667,32.0,11.0,2.0,12.0,723.0,1321447312.161,wnabellenoffertesstart,15000.0,179832,False,422789.31999993324
11259.0,COMPLETE,762.0,0.3842833333333333,31106.935,33.0,11.0,2.0,12.0,723.0,1321447335.218,osentbackcomplete,15000.0,179832,False,422766.26300001144
11259.0,SCHEDULE,762.0,0.0030166666666666,31106.938016666667,34.0,11.0,2.0,12.0,723.0,1321447335.399,wvaliderenaanvraagschedule,15000.0,179832,False,422766.08200001717
11259.0,COMPLETE,762.0,0.01985,31106.957866666668,35.0,11.0,2.0,12.0,723.0,1321447336.59,wnabellenoffertescomplete,15000.0,179832,False,422764.8910000324
11259.0,START,663.0,807.4530666666667,10768.652483333331,17.0,11.0,2.0,11.0,684.0,1320231819.575,wnabellenoffertesstart,15000.0,179856,False,526647.4579999447
11259.0,COMPLETE,663.0,0.2859,10768.938383333334,18.0,11.0,2.0,11.0,684.0,1320231836.729,osentbackcomplete,15000.0,179856,False,526630.3039999008
11259.0,SCHEDULE,663.0,0.0025166666666666,10768.9409,19.0,11.0,2.0,11.0,684.0,1320231836.88,wvaliderenaanvraagschedule,15000.0,179856,False,526630.1529998779
11259.0,COMPLETE,663.0,0.01665,10768.95755,20.0,11.0,2.0,11.0,684.0,1320231837.879,wnabellenoffertescomplete,15000.0,179856,False,526629.1540000439
11259.0,START,802.0,3894.4198666666666,42582.47848333333,29.0,11.0,3.0,13.0,730.0,1322140923.183,wnabellenoffertesstart,7500.0,179862,False,351837.9279999733
11259.0,COMPLETE,802.0,0.1748333333333333,42582.65331666666,30.0,11.0,3.0,13.0,730.0,1322140933.673,osentbackcomplete,7500.0,179862,False,351827.43799996376
11259.0,SCHEDULE,802.0,0.0044,42582.65771666667,31.0,11.0,3.0,13.0,730.0,1322140933.937,wvaliderenaanvraagschedule,7500.0,179862,False,351827.1740000248
11259.0,COMPLETE,802.0,0.0188333333333333,42582.67655,32.0,11.0,3.0,13.0,730.0,1322140935.067,wnabellenoffertescomplete,7500.0,179862,False,351826.0440001488
11259.0,START,761.0,2331.0043166666665,31013.592266666667,38.0,11.0,2.0,12.0,723.0,1321447260.942,wnabellenoffertesstart,12000.0,179871,False,171297.44099998474
11259.0,COMPLETE,761.0,0.1918833333333333,31013.78415,39.0,11.0,2.0,12.0,723.0,1321447272.455,osentbackcomplete,12000.0,179871,False,171285.9279999733
11259.0,SCHEDULE,761.0,0.0027666666666666,31013.786916666668,40.0,11.0,2.0,12.0,723.0,1321447272.621,wvaliderenaanvraagschedule,12000.0,179871,False,171285.7619998455
11259.0,COMPLETE,761.0,0.052,31013.838916666668,41.0,11.0,2.0,12.0,723.0,1321447275.741,wnabellenoffertescomplete,12000.0,179871,False,171282.64199995995
11259.0,START,1085.0,1261.9230833333334,21197.20826666667,37.0,11.0,2.0,18.0,709.0,1320861930.302,wnabellenoffertesstart,35000.0,179885,False,1095040.7189998627
11259.0,COMPLETE,1085.0,0.3052333333333333,21197.5135,38.0,11.0,2.0,18.0,709.0,1320861948.616,osentbackcomplete,35000.0,179885,False,1095022.4049999714
11259.0,SCHEDULE,1085.0,0.00485,21197.51835,39.0,11.0,2.0,18.0,709.0,1320861948.907,wvaliderenaanvraagschedule,35000.0,179885,False,1095022.1139998436
11259.0,COMPLETE,1085.0,0.03505,21197.5534,40.0,11.0,2.0,18.0,709.0,1320861951.01,wnabellenoffertescomplete,35000.0,179885,False,1095020.010999918
11259.0,START,707.0,7154.431883333334,7269.55935,20.0,10.0,0.0,11.0,698.0,1320061643.132,wnabellenoffertesstart,24000.0,179914,True,273800.2720000744
11259.0,COMPLETE,708.0,1.43685,7270.9962,21.0,10.0,0.0,11.0,698.0,1320061729.343,osentbackcomplete,24000.0,179914,True,273714.0610001087
11259.0,SCHEDULE,708.0,0.0029333333333333,7270.999133333334,22.0,10.0,0.0,11.0,698.0,1320061729.519,wvaliderenaanvraagschedule,24000.0,179914,True,273713.88499999046
11259.0,COMPLETE,708.0,0.0393666666666666,7271.0385,23.0,10.0,0.0,11.0,698.0,1320061731.881,wnabellenoffertescomplete,24000.0,179914,True,273711.5230000019
11259.0,START,633.0,9463.85505,9473.704533333334,13.0,11.0,2.0,10.0,684.0,1320230012.563,wnabellenoffertesstart,13500.0,180064,False,181624.83100008965
11259.0,COMPLETE,634.0,0.46025,9474.164783333334,14.0,11.0,2.0,10.0,684.0,1320230040.178,osentbackcomplete,13500.0,180064,False,181597.2160000801
11259.0,SCHEDULE,634.0,0.0027333333333333,9474.167516666666,15.0,11.0,2.0,10.0,684.0,1320230040.342,wvaliderenaanvraagschedule,13500.0,180064,False,181597.05200004578
11259.0,COMPLETE,634.0,0.0348166666666666,9474.202333333333,16.0,11.0,2.0,10.0,684.0,1320230042.431,wnabellenoffertescomplete,13500.0,180064,False,181594.96300005913
11259.0,START,759.0,1080.2424833333334,29614.022566666667,38.0,11.0,2.0,12.0,724.0,1321447149.573,wnabellenoffertesstart,10000.0,180094,True,77055.74000000954
11259.0,COMPLETE,759.0,0.1495333333333333,29614.1721,39.0,11.0,2.0,12.0,724.0,1321447158.545,osentbackcomplete,10000.0,180094,True,77046.76799988747
11259.0,SCHEDULE,759.0,0.0079,29614.18,40.0,11.0,2.0,12.0,724.0,1321447159.019,wvaliderenaanvraagschedule,10000.0,180094,True,77046.29399991035
11259.0,COMPLETE,759.0,0.0200833333333333,29614.200083333333,41.0,11.0,2.0,12.0,724.0,1321447160.224,wnabellenoffertescomplete,10000.0,180094,True,77045.08899998665
11259.0,START,647.0,6727.42895,38729.98106666667,27.0,11.0,2.0,10.0,741.0,1322045278.802,wnabellenoffertesstart,12000.0,180187,True,186855.0869998932
11259.0,COMPLETE,648.0,0.1851,38730.16616666667,28.0,11.0,2.0,10.0,741.0,1322045289.908,osentbackcomplete,12000.0,180187,True,186843.9809999466
11259.0,SCHEDULE,648.0,0.0025666666666666,38730.16873333333,29.0,11.0,2.0,10.0,741.0,1322045290.062,wvaliderenaanvraagschedule,12000.0,180187,True,186843.82699990273
11259.0,COMPLETE,648.0,0.0367,38730.205433333336,30.0,11.0,2.0,10.0,741.0,1322045292.264,wnabellenoffertescomplete,12000.0,180187,True,186841.625
11259.0,START,1089.0,1485.9122,18783.38908333333,23.0,11.0,2.0,18.0,709.0,1320862145.818,wnabellenoffertesstart,7500.0,180289,False,487472.4429998398
11259.0,COMPLETE,1089.0,0.3084666666666666,18783.69755,24.0,11.0,2.0,18.0,709.0,1320862164.326,osentbackcomplete,7500.0,180289,False,487453.9349999428
11259.0,SCHEDULE,1089.0,0.0042666666666666,18783.701816666668,25.0,11.0,2.0,18.0,709.0,1320862164.582,wvaliderenaanvraagschedule,7500.0,180289,False,487453.6789999008
11259.0,COMPLETE,1089.0,0.0321,18783.733916666668,26.0,11.0,2.0,18.0,709.0,1320862166.508,wnabellenoffertescomplete,7500.0,180289,False,487451.753000021
11259.0,START,1075.0,1278.87875,18577.626333333334,17.0,11.0,2.0,17.0,708.0,1320861344.129,wnabellenoffertesstart,19400.0,180346,False,64151.53400015831
11259.0,COMPLETE,1076.0,0.3491333333333333,18577.975466666667,18.0,11.0,2.0,17.0,708.0,1320861365.077,osentbackcomplete,19400.0,180346,False,64130.586000204086
11259.0,SCHEDULE,1076.0,0.0048,18577.980266666666,19.0,11.0,2.0,17.0,708.0,1320861365.365,wvaliderenaanvraagschedule,19400.0,180346,False,64130.298000097275
11259.0,COMPLETE,1076.0,0.0316833333333333,18578.01195,20.0,11.0,2.0,17.0,708.0,1320861367.266,wnabellenoffertescomplete,19400.0,180346,False,64128.39700007439
11259.0,START,816.0,9722.17955,21068.499466666668,17.0,11.0,4.0,13.0,748.0,1321018605.858,wnabellenoffertesstart,7000.0,180403,False,335436.507999897
11259.0,COMPLETE,816.0,0.1835833333333333,21068.68305,18.0,11.0,4.0,13.0,748.0,1321018616.873,osentbackcomplete,7000.0,180403,False,335425.4930000305
11259.0,SCHEDULE,816.0,0.0026,21068.68565,19.0,11.0,4.0,13.0,748.0,1321018617.029,wvaliderenaanvraagschedule,7000.0,180403,False,335425.3369998932
11259.0,COMPLETE,816.0,0.0228333333333333,21068.70848333333,20.0,11.0,4.0,13.0,748.0,1321018618.399,wnabellenoffertescomplete,7000.0,180403,False,335423.96700000763
11259.0,START,641.0,2705.539733333333,36323.68726666667,32.0,11.0,2.0,10.0,742.0,1322044907.203,wnabellenoffertesstart,12500.0,180610,True,208931.41899991035
11259.0,COMPLETE,641.0,0.17535,36323.862616666665,33.0,11.0,2.0,10.0,742.0,1322044917.724,osentbackcomplete,12500.0,180610,True,208920.8980000019
