Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Flora en Fauna;Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Integraal;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime;elapsed
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;01_HOOFD_020\\complete;560600;False;560600;2010-12-02 22:12:04;0.06666666666669999;12;3;22;9601734.0;5148724.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;01_HOOFD_015\\complete;560600;EMPTY;560600;2010-12-02 22:12:00;792.0;12;3;22;9601738.0;5148720.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560600;EMPTY;560600;2010-12-02 09:00:00;0.0;12;3;9;9649258.0;5101200.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;08_AWB45_070_3\\complete;560600;EMPTY;560600;2010-12-02 09:00:00;72060.0;12;3;9;9649258.0;5101200.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;01_HOOFD_190_2\\complete;560600;EMPTY;560600;2010-10-13 08:00:00;0.0;10;2;8;13972858.0;777600.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;08_AWB45_020_2\\complete;560600;EMPTY;560600;2010-10-13 08:00:00;0.0;10;2;8;13972858.0;777600.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;01_HOOFD_065_2\\complete;560600;EMPTY;560600;2010-10-13 08:00:00;0.0;10;2;8;13972858.0;777600.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;01_HOOFD_030_2\\complete;560600;EMPTY;560600;2010-10-13 08:00:00;12960.0;10;2;8;13972858.0;777600.0
560600;0.0;3364103;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;01_HOOFD_010\\complete;560600;EMPTY;560600;2010-10-04 08:00:00;0.0;10;0;8;14750458.0;0.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_180\\complete;560604;EMPTY;560429;2010-10-13 23:33:52;0.05;10;2;23;0.0;660832.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_150\\complete;560604;EMPTY;560429;2010-10-13 23:33:49;1.2833333333299999;10;2;23;3.0;660829.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_110\\complete;560604;False;560429;2010-10-13 23:32:32;0.116666666667;10;2;23;80.0;660752.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_090_1\\complete;560604;EMPTY;560429;2010-10-13 23:32:25;0.366666666667;10;2;23;87.0;660745.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_080\\complete;560604;42;560429;2010-10-13 23:32:03;0.7166666666670001;10;2;23;109.0;660723.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_070_2\\complete;560604;EMPTY;560429;2010-10-13 23:31:20;0.06666666666669999;10;2;23;152.0;660680.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_070_1\\complete;560604;EMPTY;560429;2010-10-13 23:31:16;0.0;10;2;23;156.0;660676.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_060\\complete;560604;True;560429;2010-10-13 23:31:16;0.0333333333333;10;2;23;156.0;660676.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_030\\complete;560604;False;560429;2010-10-13 23:31:14;0.133333333333;10;2;23;158.0;660674.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_1\\complete;560604;EMPTY;560429;2010-10-13 23:31:06;0.0166666666667;10;2;23;166.0;660666.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_010\\complete;560604;other;560429;2010-10-13 23:31:05;0.06666666666669999;10;2;23;167.0;660665.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560604;False;560429;2010-10-13 23:31:01;0.2;10;2;23;171.0;660661.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;560604;EMPTY;560429;2010-10-13 23:30:49;0.0166666666667;10;2;23;183.0;660649.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560604;True;560429;2010-10-13 23:30:48;0.05;10;2;23;184.0;660648.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560604;False;560429;2010-10-13 23:30:45;0.06666666666669999;10;2;23;187.0;660645.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560604;EMPTY;560429;2010-10-13 23:30:41;0.0166666666667;10;2;23;191.0;660641.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560604;EMPTY;560429;2010-10-13 23:30:40;0.116666666667;10;2;23;192.0;660640.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560604;EMPTY;560429;2010-10-13 23:30:33;0.0333333333333;10;2;23;199.0;660633.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;560604;False;560429;2010-10-13 23:30:31;0.1;10;2;23;201.0;660631.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560604;EMPTY;560429;2010-10-13 23:30:25;0.0333333333333;10;2;23;207.0;660625.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560604;True;560429;2010-10-13 23:30:23;5.716666666669999;10;2;23;209.0;660623.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560604;False;560429;2010-10-13 23:24:40;924.666666667;10;2;23;552.0;660280.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_070_3\\complete;560604;EMPTY;560429;2010-10-13 08:00:00;0.0;10;2;8;56032.0;604800.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_090_2\\complete;560604;EMPTY;560429;2010-10-13 08:00:00;2187.83333333;10;2;8;56032.0;604800.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560604;EMPTY;560602;2010-10-11 19:32:10;0.06666666666669999;10;0;19;187302.0;473530.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560604;False;560602;2010-10-11 19:32:06;0.1;10;0;19;187306.0;473526.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560604;EMPTY;560602;2010-10-11 19:32:00;692.0;10;0;19;187312.0;473520.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_2\\complete;560604;EMPTY;560429;2010-10-11 08:00:00;0.0;10;0;8;228832.0;432000.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560604;EMPTY;560602;2010-10-11 08:00:00;4320.0;10;0;8;228832.0;432000.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560604;EMPTY;560602;2010-10-08 08:00:00;2880.0;10;4;8;488032.0;172800.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560604;EMPTY;560429;2010-10-06 08:00:00;0.0;10;2;8;660832.0;0.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2\\complete;560604;EMPTY;560429;2010-10-06 08:00:00;0.0;10;2;8;660832.0;0.0
560604;0.0;3395763;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560604;EMPTY;560429;2010-10-06 08:00:00;0.0;10;2;8;660832.0;0.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_BB_770\\complete;560596;EMPTY;560429;2011-02-01 21:23:13;0.0;2;1;21;0.0;9897793.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_790\\complete;560596;EMPTY;560429;2011-02-01 21:23:13;0.0166666666667;2;1;21;0.0;9897793.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_BB_540\\complete;560596;False;560429;2011-02-01 21:23:12;69863.2;2;1;21;1.0;9897792.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560596;EMPTY;560596;2010-12-15 09:00:00;17853.1833333;12;2;9;4191793.0;5706000.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560596;EMPTY;560596;2010-12-02 23:26:49;0.35;12;3;23;5262984.0;4634809.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560596;EMPTY;560596;2010-12-02 23:26:28;0.08333333333330001;12;3;23;5263005.0;4634788.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_500\\complete;560596;42;560596;2010-12-02 23:26:23;0.55;12;3;23;5263010.0;4634783.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560596;EMPTY;560596;2010-12-02 23:25:50;0.166666666667;12;3;23;5263043.0;4634750.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;560596;EMPTY;560596;2010-12-02 23:25:40;0.0;12;3;23;5263053.0;4634740.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560596;False;560596;2010-12-02 23:25:40;0.06666666666669999;12;3;23;5263053.0;4634740.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560596;False;560596;2010-12-02 23:25:36;0.116666666667;12;3;23;5263057.0;4634736.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560596;False;560596;2010-12-02 23:25:29;0.15;12;3;23;5263064.0;4634729.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560596;False;560596;2010-12-02 23:25:20;0.316666666667;12;3;23;5263073.0;4634720.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560596;EMPTY;560596;2010-12-02 23:25:01;0.0;12;3;23;5263092.0;4634701.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560596;EMPTY;560596;2010-12-02 23:25:01;0.1;12;3;23;5263092.0;4634701.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010\\complete;560596;False;560596;2010-12-02 23:24:55;1.63333333333;12;3;23;5263098.0;4634695.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560596;EMPTY;560596;2010-12-02 23:23:17;0.0333333333333;12;3;23;5263196.0;4634597.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560596;EMPTY;560596;2010-12-02 23:23:15;0.15;12;3;23;5263198.0;4634595.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010\\complete;560596;False;560596;2010-12-02 23:23:06;0.116666666667;12;3;23;5263207.0;4634586.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560596;True;560596;2010-12-02 23:22:59;0.166666666667;12;3;23;5263214.0;4634579.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270\\complete;560596;False;560596;2010-12-02 23:22:49;0.166666666667;12;3;23;5263224.0;4634569.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205\\complete;560596;EMPTY;560596;2010-12-02 23:22:39;0.0;12;3;23;5263234.0;4634559.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560596;True;560596;2010-12-02 23:22:39;0.3;12;3;23;5263234.0;4634559.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;560596;EMPTY;560596;2010-12-02 23:22:21;0.516666666667;12;3;23;5263252.0;4634541.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560596;True;560596;2010-12-02 23:21:50;0.18333333333299998;12;3;23;5263283.0;4634510.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560596;False;560596;2010-12-02 23:21:39;0.25;12;3;23;5263294.0;4634499.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560596;EMPTY;560596;2010-12-02 23:21:24;0.166666666667;12;3;23;5263309.0;4634484.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560596;EMPTY;560596;2010-12-02 23:21:14;0.816666666667;12;3;23;5263319.0;4634474.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560596;EMPTY;560596;2010-12-02 23:20:25;860.416666667;12;3;23;5263368.0;4634425.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_2\\complete;560596;EMPTY;560596;2010-12-02 09:00:00;2019.6;12;3;9;5314993.0;4582800.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560596;EMPTY;560596;2010-12-02 09:00:00;0.0;12;3;9;5314993.0;4582800.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560596;EMPTY;560596;2010-12-02 09:00:00;0.0;12;3;9;5314993.0;4582800.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010\\complete;560596;False;560596;2010-11-30 23:20:24;0.5666666666669999;11;1;23;5436169.0;4461624.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560596;EMPTY;560596;2010-11-30 23:19:50;3.15;11;1;23;5436203.0;4461590.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560596;True;560596;2010-11-30 23:16:41;0.233333333333;11;1;23;5436392.0;4461401.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560596;False;560596;2010-11-30 23:16:27;856.45;11;1;23;5436406.0;4461387.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560596;EMPTY;560596;2010-11-30 09:00:00;59100.0;11;1;9;5487793.0;4410000.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560596;EMPTY;560596;2010-10-20 08:00:00;12141.8166667;10;2;8;9033793.0;864000.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560596;True;560602;2010-10-11 21:38:11;0.08333333333330001;10;0;21;9762302.0;135491.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560596;EMPTY;560602;2010-10-11 21:38:06;2258.1;10;0;21;9762307.0;135486.0
560596;16.86;3398124;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560602;EMPTY;560602;2010-10-10 08:00:00;0.0;10;6;8;9897793.0;0.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_790\\complete;560600;EMPTY;560429;2011-02-01 21:05:28;0.8;2;1;21;0.0;10155928.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_BB_770\\complete;560600;EMPTY;560429;2011-02-01 21:04:40;0.0166666666667;2;1;21;48.0;10155880.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_BB_540\\complete;560600;False;560429;2011-02-01 21:04:39;39604.65;2;1;21;49.0;10155879.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_530\\complete;560600;EMPTY;1254625;2011-01-05 09:00:00;16645.5833333;1;2;9;2376328.0;7779600.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_520\\complete;560600;EMPTY;1254625;2010-12-24 19:34:25;0.15;12;4;19;3375063.0;6780865.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_1\\complete;560600;EMPTY;1254625;2010-12-24 19:34:16;0.0333333333333;12;4;19;3375072.0;6780856.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_500\\complete;560600;42;1254625;2010-12-24 19:34:14;2074.23333333;12;4;19;3375074.0;6780854.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_3\\complete;560600;EMPTY;1254625;2010-12-23 09:00:00;0.0;12;3;9;3499528.0;6656400.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_2\\complete;560600;EMPTY;1254625;2010-12-23 09:00:00;2257.7;12;3;9;3499528.0;6656400.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_2\\complete;560600;EMPTY;560600;2010-12-21 19:22:18;0.15;12;1;19;3634990.0;6520938.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_480\\complete;560600;False;560600;2010-12-21 19:22:09;0.0;12;1;19;3634999.0;6520929.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_1\\complete;560600;EMPTY;560600;2010-12-21 19:22:09;0.06666666666669999;12;1;19;3634999.0;6520929.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_470\\complete;560600;False;560600;2010-12-21 19:22:05;0.06666666666669999;12;1;19;3635003.0;6520925.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_430\\complete;560600;False;560600;2010-12-21 19:22:01;0.133333333333;12;1;19;3635007.0;6520921.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_380\\complete;560600;False;560600;2010-12-21 19:21:53;0.06666666666669999;12;1;19;3635015.0;6520913.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_375\\complete;560600;EMPTY;560600;2010-12-21 19:21:49;0.0;12;1;19;3635019.0;6520909.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;01_HOOFD_370\\complete;560600;EMPTY;560600;2010-12-21 19:21:49;0.0333333333333;12;1;19;3635019.0;6520909.0
560600;7902.3496;3406163;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;09_AH_I_010\\complete;560600;False;560600;2010-12-21 19:21:47;0.283333333333;12;1;19;3635021.0;6520907.0
