Case ID;Activity;activity_duration;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincecasestart;open_cases;remtime
11;Credit_committee;38.5166666667;2014-04-02 14:22:02;862;4;2;14;320.133333333;66;744.0
11;Collateral_check;27.4833333333;2014-04-02 13:43:31;823;4;2;13;281.616666667;61;3055.0
11;Credit_worthiness_check;82.6166666667;2014-04-02 13:16:02;796;4;2;13;254.133333333;59;4704.0
11;Completeness_check;65.8833333333;2014-04-02 11:53:25;713;4;2;11;171.516666667;43;9661.0
11;Collection_of_documents;87.4666666667;2014-04-02 10:47:32;647;4;2;10;105.633333333;32;13614.0
11;Acceptance_of_requests;18.1666666667;2014-04-02 09:20:04;560;4;2;9;18.1666666667;17;18862.0
11;Register;0.0;2014-04-02 09:01:54;541;4;2;9;0.0;11;19952.0
12;Requirements_review;12.0833333333;2014-04-02 15:36:43;936;4;2;15;393.666666667;66;0.0
12;Credit_committee;48.15;2014-04-02 15:24:38;924;4;2;15;381.583333333;69;725.0
12;Collateral_check;52.8;2014-04-02 14:36:29;876;4;2;14;333.433333333;68;3614.0
12;Credit_worthiness_check;84.8;2014-04-02 13:43:41;823;4;2;13;280.633333333;61;6782.0
12;Completeness_check;68.4333333333;2014-04-02 12:18:53;738;4;2;12;195.833333333;46;11870.0
12;Collection_of_documents;111.183333333;2014-04-02 11:10:27;670;4;2;11;127.4;40;15976.0
12;Acceptance_of_requests;16.2166666667;2014-04-02 09:19:16;559;4;2;9;16.2166666667;16;22647.0
12;Register;0.0;2014-04-02 09:03:03;543;4;2;9;0.0;12;23620.0
13;Requirements_review;5.18333333333;2014-04-02 15:48:23;948;4;2;15;402.8;63;0.0
13;Credit_committee;60.8333333333;2014-04-02 15:43:12;943;4;2;15;397.616666667;66;311.0
13;Collateral_check;53.5166666667;2014-04-02 14:42:22;882;4;2;14;336.783333333;68;3961.0
13;Credit_worthiness_check;93.3333333333;2014-04-02 13:48:51;828;4;2;13;283.266666667;60;7172.0
13;Completeness_check;76.9833333333;2014-04-02 12:15:31;735;4;2;12;189.933333333;46;12772.0
13;Collection_of_documents;93.8333333333;2014-04-02 10:58:32;658;4;2;10;112.95;35;17391.0
13;Acceptance_of_requests;19.1166666667;2014-04-02 09:24:42;564;4;2;9;19.1166666667;19;23021.0
13;Register;0.0;2014-04-02 09:05:35;545;4;2;9;0.0;13;24168.0
14;Requirements_review;5.06666666667;2014-04-02 15:36:39;936;4;2;15;390.166666667;67;0.0
14;Credit_committee;93.5333333333;2014-04-02 15:31:35;931;4;2;15;385.1;69;304.0
14;Collateral_check;41.4;2014-04-02 13:58:03;838;4;2;13;291.566666667;60;5916.0
14;Credit_worthiness_check;71.4166666667;2014-04-02 13:16:39;796;4;2;13;250.166666667;59;8400.0
14;Completeness_check;77.7166666667;2014-04-02 12:05:14;725;4;2;12;178.75;44;12685.0
14;Collection_of_documents;81.7666666667;2014-04-02 10:47:31;647;4;2;10;101.033333333;32;17348.0
14;Acceptance_of_requests;19.2666666667;2014-04-02 09:25:45;565;4;2;9;19.2666666667;19;22254.0
14;Register;0.0;2014-04-02 09:06:29;546;4;2;9;0.0;14;23410.0
15;Requirements_review;13.35;2014-04-02 15:09:31;909;4;2;15;360.183333333;68;0.0
15;Credit_committee;35.1333333333;2014-04-02 14:56:10;896;4;2;14;346.833333333;66;801.0
15;Collateral_check;41.5;2014-04-02 14:21:02;861;4;2;14;311.7;66;2909.0
15;Credit_worthiness_check;81.45;2014-04-02 13:39:32;819;4;2;13;270.2;62;5399.0
15;Completeness_check;49.9333333333;2014-04-02 12:18:05;738;4;2;12;188.75;46;10286.0
15;Collection_of_documents;129.566666667;2014-04-02 11:28:09;688;4;2;11;138.816666667;43;13282.0
15;Acceptance_of_requests;9.25;2014-04-02 09:18:35;558;4;2;9;9.25;16;21056.0
15;Register;0.0;2014-04-02 09:09:20;549;4;2;9;0.0;15;21611.0
16;Requirements_review;9.45;2014-04-02 14:55:35;895;4;2;14;343.916666667;66;0.0
16;Credit_committee;22.75;2014-04-02 14:46:08;886;4;2;14;334.466666667;67;567.0
16;Collateral_check;71.0166666667;2014-04-02 14:23:23;863;4;2;14;311.716666667;66;1932.0
16;Credit_worthiness_check;86.1166666667;2014-04-02 13:12:22;792;4;2;13;240.7;60;6193.0
16;Completeness_check;81.9;2014-04-02 11:46:15;706;4;2;11;154.583333333;43;11360.0
16;Collection_of_documents;62.7;2014-04-02 10:24:21;624;4;2;10;72.6833333333;30;16274.0
16;Acceptance_of_requests;9.98333333333;2014-04-02 09:21:39;561;4;2;9;9.98333333333;18;20036.0
16;Register;0.0;2014-04-02 09:11:40;551;4;2;9;0.0;16;20635.0
17;Requirements_review;10.6166666667;2014-04-02 14:41:18;881;4;2;14;321.466666667;68;0.0
17;Credit_committee;55.9166666667;2014-04-02 14:30:41;870;4;2;14;310.85;67;637.0
17;Collateral_check;39.8666666667;2014-04-02 13:34:46;814;4;2;13;254.933333333;61;3992.0
17;Credit_worthiness_check;82.3;2014-04-02 12:54:54;774;4;2;12;215.066666667;54;6384.0
17;Completeness_check;88.3;2014-04-02 11:32:36;692;4;2;11;132.766666667;43;11322.0
17;Collection_of_documents;33.4166666667;2014-04-02 10:04:18;604;4;2;10;44.4666666667;25;16620.0
17;Acceptance_of_requests;11.05;2014-04-02 09:30:53;570;4;2;9;11.05;21;18625.0
17;Register;0.0;2014-04-02 09:19:50;559;4;2;9;0.0;17;19288.0
18;Requirements_review;8.25;2014-04-02 15:00:47;900;4;2;15;339.7;66;0.0
18;Credit_committee;29.1;2014-04-02 14:52:32;892;4;2;14;331.45;67;495.0
18;Collateral_check;57.0666666667;2014-04-02 14:23:26;863;4;2;14;302.35;66;2241.0
18;Credit_worthiness_check;88.0;2014-04-02 13:26:22;806;4;2;13;245.283333333;61;5665.0
18;Completeness_check;84.5333333333;2014-04-02 11:58:22;718;4;2;11;157.283333333;43;10945.0
18;Collection_of_documents;53.85;2014-04-02 10:33:50;633;4;2;10;72.75;32;16017.0
18;Acceptance_of_requests;18.9;2014-04-02 09:39:59;579;4;2;9;18.9;21;19248.0
18;Register;0.0;2014-04-02 09:21:05;561;4;2;9;0.0;18;20382.0
19;Requirements_review;9.05;2014-04-02 15:35:51;935;4;2;15;373.8;68;0.0
19;Credit_committee;39.4666666667;2014-04-02 15:26:48;926;4;2;15;364.75;69;543.0
19;Collateral_check;47.8;2014-04-02 14:47:20;887;4;2;14;325.283333333;67;2911.0
19;Credit_worthiness_check;87.6333333333;2014-04-02 13:59:32;839;4;2;13;277.483333333;60;5779.0
19;Completeness_check;57.0666666667;2014-04-02 12:31:54;751;4;2;12;189.85;47;11037.0
19;Collection_of_documents;114.366666667;2014-04-02 11:34:50;694;4;2;11;132.783333333;43;14461.0
19;Acceptance_of_requests;18.4166666667;2014-04-02 09:40:28;580;4;2;9;18.4166666667;21;21323.0
19;Register;0.0;2014-04-02 09:22:03;562;4;2;9;0.0;19;22428.0
20;Requirements_review;14.65;2014-04-02 16:13:54;973;4;2;16;405.933333333;57;0.0
20;Credit_committee;27.6833333333;2014-04-02 15:59:15;959;4;2;15;391.283333333;61;879.0
20;Collateral_check;52.5166666667;2014-04-02 15:31:34;931;4;2;15;363.6;69;2540.0
20;Credit_worthiness_check;87.95;2014-04-02 14:39:03;879;4;2;14;311.083333333;69;5691.0
20;Completeness_check;70.0166666667;2014-04-02 13:11:06;791;4;2;13;223.133333333;59;10968.0
20;Collection_of_documents;138.016666667;2014-04-02 12:01:05;721;4;2;12;153.116666667;43;15169.0
20;Acceptance_of_requests;15.1;2014-04-02 09:43:04;583;4;2;9;15.1;21;23450.0
20;Register;0.0;2014-04-02 09:27:58;567;4;2;9;0.0;20;24356.0
21;Requirements_review;5.81666666667;2014-04-02 15:17:23;917;4;2;15;349.066666667;68;0.0
21;Credit_committee;53.9;2014-04-02 15:11:34;911;4;2;15;343.25;68;349.0
21;Collateral_check;60.7;2014-04-02 14:17:40;857;4;2;14;289.35;64;3583.0
21;Credit_worthiness_check;86.8666666667;2014-04-02 13:16:58;796;4;2;13;228.65;58;7225.0
21;Completeness_check;55.1;2014-04-02 11:50:06;710;4;2;11;141.783333333;43;12437.0
21;Collection_of_documents;75.0166666667;2014-04-02 10:55:00;655;4;2;10;86.6833333333;35;15743.0
21;Acceptance_of_requests;11.6666666667;2014-04-02 09:39:59;579;4;2;9;11.6666666667;21;20244.0
21;Register;0.0;2014-04-02 09:28:19;568;4;2;9;0.0;21;20944.0
22;Requirements_review;12.6666666667;2014-04-02 15:43:26;943;4;2;15;354.95;65;0.0
22;Credit_committee;51.8333333333;2014-04-02 15:30:46;930;4;2;15;342.283333333;69;760.0
22;Collateral_check;52.45;2014-04-02 14:38:56;878;4;2;14;290.45;69;3870.0
22;Credit_worthiness_check;67.85;2014-04-02 13:46:29;826;4;2;13;238.0;61;7017.0
22;Completeness_check;61.0166666667;2014-04-02 12:38:38;758;4;2;12;170.15;49;11088.0
22;Collection_of_documents;90.4833333333;2014-04-02 11:37:37;697;4;2;11;109.133333333;43;14749.0
22;Acceptance_of_requests;18.65;2014-04-02 10:07:08;607;4;2;10;18.65;25;20178.0
22;Register;0.0;2014-04-02 09:48:29;588;4;2;9;0.0;22;21297.0
23;Requirements_review;12.3333333333;2014-04-02 15:50:40;950;4;2;15;358.15;62;0.0
23;Credit_committee;41.6;2014-04-02 15:38:20;938;4;2;15;345.816666667;66;740.0
23;Collateral_check;52.05;2014-04-02 14:56:44;896;4;2;14;304.216666667;66;3236.0
23;Credit_worthiness_check;86.6833333333;2014-04-02 14:04:41;844;4;2;14;252.166666667;61;6359.0
23;Completeness_check;78.8666666667;2014-04-02 12:38:00;758;4;2;12;165.483333333;49;11560.0
23;Collection_of_documents;70.5333333333;2014-04-02 11:19:08;679;4;2;11;86.6166666667;42;16292.0
23;Acceptance_of_requests;16.0833333333;2014-04-02 10:08:36;608;4;2;10;16.0833333333;25;20524.0
23;Register;0.0;2014-04-02 09:52:31;592;4;2;9;0.0;23;21489.0
24;Requirements_review;5.48333333333;2014-04-02 16:12:12;972;4;2;16;378.1;59;0.0
24;Credit_committee;16.5;2014-04-02 16:06:43;966;4;2;16;372.616666667;60;329.0
24;Collateral_check;61.6333333333;2014-04-02 15:50:13;950;4;2;15;356.116666667;63;1319.0
24;Credit_worthiness_check;90.6333333333;2014-04-02 14:48:35;888;4;2;14;294.483333333;67;5017.0
24;Completeness_check;54.55;2014-04-02 13:17:57;797;4;2;13;203.85;58;10455.0
24;Collection_of_documents;136.966666667;2014-04-02 12:23:24;743;4;2;12;149.3;47;13728.0
24;Acceptance_of_requests;12.3333333333;2014-04-02 10:06:26;606;4;2;10;12.3333333333;25;21946.0
24;Register;0.0;2014-04-02 09:54:06;594;4;2;9;0.0;24;22686.0
25;Requirements_review;14.4;2014-04-02 16:00:08;960;4;2;16;358.9;58;0.0
25;Credit_committee;49.1666666667;2014-04-02 15:45:44;945;4;2;15;344.5;64;864.0
25;Collateral_check;67.6666666667;2014-04-02 14:56:34;896;4;2;14;295.333333333;66;3814.0
25;Credit_worthiness_check;77.9833333333;2014-04-02 13:48:54;828;4;2;13;227.666666667;60;7874.0
25;Completeness_check;66.9833333333;2014-04-02 12:30:55;750;4;2;12;149.683333333;47;12553.0
25;Collection_of_documents;68.55;2014-04-02 11:23:56;683;4;2;11;82.7;43;16572.0
25;Acceptance_of_requests;14.15;2014-04-02 10:15:23;615;4;2;10;14.15;27;20685.0
25;Register;0.0;2014-04-02 10:01:14;601;4;2;10;0.0;25;21534.0
26;Requirements_review;12.95;2014-04-03 09:30:27;570;4;3;9;1397.56666667;48;0.0
26;Credit_committee;988.35;2014-04-03 09:17:30;557;4;3;9;1384.61666667;49;777.0
26;Collateral_check;72.7833333333;2014-04-02 16:49:09;1009;4;2;16;396.266666667;54;60078.0
26;Credit_worthiness_check;82.6833333333;2014-04-02 15:36:22;936;4;2;15;323.483333333;68;64445.0
26;Completeness_check;75.1333333333;2014-04-02 14:13:41;853;4;2;14;240.8;63;69406.0
26;Collection_of_documents;153.0;2014-04-02 12:58:33;778;4;2;12;165.666666667;55;73914.0
26;Acceptance_of_requests;12.6666666667;2014-04-02 10:25:33;625;4;2;10;12.6666666667;30;83094.0
26;Register;0.0;2014-04-02 10:12:53;612;4;2;10;0.0;26;83854.0
27;Requirements_review;11.9166666667;2014-04-02 16:12:46;972;4;2;16;359.783333333;58;0.0
27;Credit_committee;67.8333333333;2014-04-02 16:00:51;960;4;2;16;347.866666667;58;715.0
27;Collateral_check;29.7666666667;2014-04-02 14:53:01;893;4;2;14;280.033333333;67;4785.0
27;Credit_worthiness_check;89.2833333333;2014-04-02 14:23:15;863;4;2;14;250.266666667;66;6571.0
27;Completeness_check;67.55;2014-04-02 12:53:58;773;4;2;12;160.983333333;54;11928.0
27;Collection_of_documents;80.45;2014-04-02 11:46:25;706;4;2;11;93.4333333333;43;15981.0
27;Acceptance_of_requests;12.9833333333;2014-04-02 10:25:58;625;4;2;10;12.9833333333;30;20808.0
27;Register;0.0;2014-04-02 10:12:59;612;4;2;10;0.0;27;21587.0
28;Requirements_review;9.06666666667;2014-04-02 16:18:27;978;4;2;16;362.066666667;55;0.0
28;Credit_committee;43.8833333333;2014-04-02 16:09:23;969;4;2;16;353.0;60;544.0
28;Collateral_check;36.9833333333;2014-04-02 15:25:30;925;4;2;15;309.116666667;69;3177.0
28;Credit_worthiness_check;93.5666666667;2014-04-02 14:48:31;888;4;2;14;272.133333333;67;5396.0
28;Completeness_check;54.1;2014-04-02 13:14:57;794;4;2;13;178.566666667;60;11010.0
28;Collection_of_documents;107.166666667;2014-04-02 12:20:51;740;4;2;12;124.466666667;47;14256.0
28;Acceptance_of_requests;17.3;2014-04-02 10:33:41;633;4;2;10;17.3;32;20686.0
28;Register;0.0;2014-04-02 10:16:23;616;4;2;10;0.0;28;21724.0
29;Requirements_review;9.4;2014-04-02 15:59:45;959;4;2;15;341.716666667;59;0.0
29;Credit_committee;29.3;2014-04-02 15:50:21;950;4;2;15;332.316666667;63;564.0
29;Collateral_check;36.4333333333;2014-04-02 15:21:03;921;4;2;15;303.016666667;69;2322.0
29;Credit_worthiness_check;88.5;2014-04-02 14:44:37;884;4;2;14;266.583333333;67;4508.0
29;Completeness_check;89.8333333333;2014-04-02 13:16:07;796;4;2;13;178.083333333;59;9818.0
29;Collection_of_documents;78.85;2014-04-02 11:46:17;706;4;2;11;88.25;43;15208.0
29;Acceptance_of_requests;9.4;2014-04-02 10:27:26;627;4;2;10;9.4;30;19939.0
29;Register;0.0;2014-04-02 10:18:02;618;4;2;10;0.0;29;20503.0
30;Requirements_review;5.08333333333;2014-04-03 08:34:59;514;4;3;8;1335.01666667;52;0.0
30;Credit_committee;944.733333333;2014-04-03 08:29:54;509;4;3;8;1329.93333333;53;305.0
30;Collateral_check;63.7833333333;2014-04-02 16:45:10;1005;4;2;16;385.2;55;56989.0
30;Credit_worthiness_check;83.2;2014-04-02 15:41:23;941;4;2;15;321.416666667;66;60816.0
30;Completeness_check;88.4333333333;2014-04-02 14:18:11;858;4;2;14;238.216666667;65;65808.0
30;Collection_of_documents;130.933333333;2014-04-02 12:49:45;769;4;2;12;149.783333333;52;71114.0
30;Acceptance_of_requests;18.85;2014-04-02 10:38:49;638;4;2;10;18.85;32;78970.0
30;Register;0.0;2014-04-02 10:19:58;619;4;2;10;0.0;30;80101.0
31;Requirements_review;13.5333333333;2014-04-02 16:54:50;1014;4;2;16;385.9;52;0.0
31;Credit_committee;84.8;2014-04-02 16:41:18;1001;4;2;16;372.366666667;55;812.0
31;Collateral_check;49.1666666667;2014-04-02 15:16:30;916;4;2;15;287.566666667;69;5900.0
31;Credit_worthiness_check;81.7833333333;2014-04-02 14:27:20;867;4;2;14;238.4;66;8850.0
31;Completeness_check;72.6333333333;2014-04-02 13:05:33;785;4;2;13;156.616666667;58;13757.0
31;Collection_of_documents;72.8;2014-04-02 11:52:55;712;4;2;11;83.9833333333;43;18115.0
31;Acceptance_of_requests;11.1833333333;2014-04-02 10:40:07;640;4;2;10;11.1833333333;32;22483.0
31;Register;0.0;2014-04-02 10:28:56;628;4;2;10;0.0;31;23154.0
32;Requirements_review;6.86666666667;2014-04-02 15:54:14;954;4;2;15;324.066666667;61;0.0
32;Credit_committee;28.7;2014-04-02 15:47:22;947;4;2;15;317.2;64;412.0
32;Collateral_check;63.1;2014-04-02 15:18:40;918;4;2;15;288.5;69;2134.0
32;Credit_worthiness_check;81.8833333333;2014-04-02 14:15:34;855;4;2;14;225.4;64;5920.0
32;Completeness_check;65.6;2014-04-02 12:53:41;773;4;2;12;143.516666667;54;10833.0
32;Collection_of_documents;58.2166666667;2014-04-02 11:48:05;708;4;2;11;77.9166666667;43;14769.0
32;Acceptance_of_requests;19.7;2014-04-02 10:49:52;649;4;2;10;19.7;33;18262.0
32;Register;0.0;2014-04-02 10:30:10;630;4;2;10;0.0;32;19444.0
33;Requirements_review;7.5;2014-04-02 15:45:20;945;4;2;15;296.633333333;64;0.0
33;Credit_committee;35.3333333333;2014-04-02 15:37:50;937;4;2;15;289.133333333;66;450.0
33;Collateral_check;32.7333333333;2014-04-02 15:02:30;902;4;2;15;253.8;66;2570.0
33;Credit_worthiness_check;68.1833333333;2014-04-02 14:29:46;869;4;2;14;221.066666667;67;4534.0
33;Completeness_check;73.1666666667;2014-04-02 13:21:35;801;4;2;13;152.883333333;59;8625.0
33;Collection_of_documents;69.8666666667;2014-04-02 12:08:25;728;4;2;12;79.7166666667;45;13015.0
33;Acceptance_of_requests;9.85;2014-04-02 10:58:33;658;4;2;10;9.85;35;17207.0
33;Register;0.0;2014-04-02 10:48:42;648;4;2;10;0.0;33;17798.0
34;Requirements_review;13.75;2014-04-02 16:49:03;1009;4;2;16;356.633333333;54;0.0
34;Credit_committee;63.3166666667;2014-04-02 16:35:18;995;4;2;16;342.883333333;55;825.0
34;Collateral_check;60.15;2014-04-02 15:31:59;931;4;2;15;279.566666667;69;4624.0
34;Credit_worthiness_check;89.8333333333;2014-04-02 14:31:50;871;4;2;14;219.416666667;67;8233.0
34;Completeness_check;83.4166666667;2014-04-02 13:02:00;782;4;2;13;129.583333333;57;13623.0
34;Collection_of_documents;34.7666666667;2014-04-02 11:38:35;698;4;2;11;46.1666666667;43;18628.0
34;Acceptance_of_requests;11.4;2014-04-02 11:03:49;663;4;2;11;11.4;39;20714.0
34;Register;0.0;2014-04-02 10:52:25;652;4;2;10;0.0;34;21398.0
35;Requirements_review;8.13333333333;2014-04-02 16:14:01;974;4;2;16;320.316666667;56;0.0
35;Credit_committee;17.0833333333;2014-04-02 16:05:53;965;4;2;16;312.183333333;60;488.0
35;Collateral_check;60.5666666667;2014-04-02 15:48:48;948;4;2;15;295.1;63;1513.0
35;Credit_worthiness_check;79.7833333333;2014-04-02 14:48:14;888;4;2;14;234.533333333;67;5147.0
35;Completeness_check;60.5833333333;2014-04-02 13:28:27;808;4;2;13;154.75;61;9934.0
35;Collection_of_documents;83.6166666667;2014-04-02 12:27:52;747;4;2;12;94.1666666667;47;13569.0
35;Acceptance_of_requests;10.55;2014-04-02 11:04:15;664;4;2;11;10.55;39;18586.0
35;Register;0.0;2014-04-02 10:53:42;653;4;2;10;0.0;35;19219.0
36;Requirements_review;8.33333333333;2014-04-02 16:52:25;1012;4;2;16;352.916666667;53;0.0
36;Credit_committee;46.9;2014-04-02 16:44:05;1004;4;2;16;344.583333333;55;500.0
36;Collateral_check;22.6;2014-04-02 15:57:11;957;4;2;15;297.683333333;61;3314.0
36;Credit_worthiness_check;83.0833333333;2014-04-02 15:34:35;934;4;2;15;275.083333333;69;4670.0
36;Completeness_check;78.6833333333;2014-04-02 14:11:30;851;4;2;14;192.0;62;9655.0
