Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime;elapsed
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560925;EMPTY;6;2010-12-01 01:50:30;0.266666666667;12;2;1;1235370.0;4816230.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560925;True;6;2010-12-01 01:50:14;27.5;12;2;1;1235386.0;4816214.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560925;False;6;2010-12-01 01:22:44;0.3;12;2;1;1237036.0;4814564.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560925;EMPTY;6;2010-12-01 01:22:26;0.4;12;2;1;1237054.0;4814546.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560925;False;6;2010-12-01 01:22:02;0.1;12;2;1;1237078.0;4814522.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560464;EMPTY;6;2010-12-01 01:21:56;6741.93333333;12;2;1;1237084.0;4814516.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2\\complete;560925;EMPTY;6;2010-11-26 09:00:00;1440.0;11;4;9;1641600.0;4410000.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560925;EMPTY;6;2010-11-25 09:00:00;1440.0;11;3;9;1728000.0;4323600.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560925;EMPTY;6;2010-11-24 09:00:00;2880.0;11;2;9;1814400.0;4237200.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_040\\complete;560925;other;6;2010-11-22 09:00:00;5760.0;11;0;9;1987200.0;4064400.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560925;EMPTY;6;2010-11-18 09:00:00;0.0;11;3;9;2332800.0;3718800.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_2\\complete;560925;EMPTY;6;2010-11-18 09:00:00;43260.0;11;3;9;2332800.0;3718800.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_2\\complete;560925;EMPTY;2670601;2010-10-19 08:00:00;18720.0;10;1;8;4928400.0;1123200.0
4901428.0;1354.2542;2771451;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560925;EMPTY;6;2010-10-06 08:00:00;0.0;10;2;8;6051600.0;0.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_530\\complete;560925;EMPTY;560890;2010-11-24 09:00:00;7200.0;11;2;9;0.0;4237200.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_2\\complete;560925;EMPTY;560890;2010-11-19 09:00:00;1440.0;11;4;9;432000.0;3805200.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_2\\complete;560925;EMPTY;560890;2010-11-18 09:00:00;2181.48333333;11;3;9;518400.0;3718800.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_520\\complete;560925;EMPTY;560890;2010-11-16 20:38:31;8.51666666667;11;1;20;649289.0;3587911.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_1\\complete;560925;EMPTY;560890;2010-11-16 20:30:00;31.5833333333;11;1;20;649800.0;3587400.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_500\\complete;560925;42;560890;2010-11-16 19:58:25;658.416666667;11;1;19;651695.0;3585505.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_3\\complete;560925;EMPTY;560890;2010-11-16 09:00:00;699.35;11;1;9;691200.0;3546000.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_2\\complete;560925;EMPTY;560890;2010-11-15 21:20:39;13.5;11;0;21;733161.0;3504039.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_1\\complete;4901428;EMPTY;560890;2010-11-15 21:07:09;0.0333333333333;11;0;21;733971.0;3503229.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_480\\complete;560925;False;560890;2010-11-15 21:07:07;0.06666666666669999;11;0;21;733973.0;3503227.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_470\\complete;560925;False;560890;2010-11-15 21:07:03;0.08333333333330001;11;0;21;733977.0;3503223.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_430\\complete;560925;False;560890;2010-11-15 21:06:58;10.5833333333;11;0;21;733982.0;3503218.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_380\\complete;560925;False;560890;2010-11-15 20:56:23;0.08333333333330001;11;0;20;734617.0;3502583.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_375\\complete;4901428;EMPTY;560890;2010-11-15 20:56:18;0.0166666666667;11;0;20;734622.0;3502578.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_370\\complete;560925;EMPTY;560890;2010-11-15 20:56:17;0.983333333333;11;0;20;734623.0;3502577.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;09_AH_I_010\\complete;560925;False;560890;2010-11-15 20:55:18;0.65;11;0;20;734682.0;3502518.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_260\\complete;560925;EMPTY;560890;2010-11-15 20:54:39;0.08333333333330001;11;0;20;734721.0;3502479.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_250\\complete;560925;EMPTY;560890;2010-11-15 20:54:34;0.133333333333;11;0;20;734726.0;3502474.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_270\\complete;560925;False;560890;2010-11-15 20:54:26;0.116666666667;11;0;20;734734.0;3502466.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_205\\complete;4901428;EMPTY;560890;2010-11-15 20:54:19;0.0166666666667;11;0;20;734741.0;3502459.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_200\\complete;560925;True;560890;2010-11-15 20:54:18;1.15;11;0;20;734742.0;3502458.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_1\\complete;560925;EMPTY;560890;2010-11-15 20:53:09;5.68333333333;11;0;20;734811.0;3502389.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_180\\complete;560925;True;560890;2010-11-15 20:47:28;147.08333333299998;11;0;20;735152.0;3502048.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_120\\complete;560925;EMPTY;560890;2010-11-15 18:20:23;15.316666666700002;11;0;18;743977.0;3493223.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;06_VD_010\\complete;560925;False;560890;2010-11-15 18:05:04;0.35;11;0;18;744896.0;3492304.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;05_EIND_010\\complete;560925;False;560890;2010-11-15 18:04:43;0.266666666667;11;0;18;744917.0;3492283.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_130\\complete;560925;False;560890;2010-11-15 18:04:27;0.983333333333;11;0;18;744933.0;3492267.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_110\\complete;560925;EMPTY;560890;2010-11-15 18:03:28;27963.4666667;11;0;18;744992.0;3492208.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560925;EMPTY;560912;2010-10-27 08:00:00;12002.616666700002;10;2;8;2422800.0;1814400.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560925;EMPTY;560912;2010-10-18 23:57:23;0.483333333333;10;0;23;3142957.0;1094243.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_050\\complete;560925;True;560912;2010-10-18 23:56:54;0.283333333333;10;0;23;3142986.0;1094214.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_1\\complete;560925;EMPTY;560912;2010-10-18 23:56:37;956.616666667;10;0;23;3143003.0;1094197.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_2\\complete;560925;EMPTY;560912;2010-10-18 08:00:00;8043.53333333;10;0;8;3200400.0;1036800.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_060\\complete;560925;True;560925;2010-10-12 17:56:28;0.21666666666700002;10;1;17;3683012.0;554188.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_040\\complete;560925;False;560925;2010-10-12 17:56:15;0.08333333333330001;10;1;17;3683025.0;554175.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_020\\complete;560925;True;560925;2010-10-12 17:56:10;1.2333333333299998;10;1;17;3683030.0;554170.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_015\\complete;4901428;EMPTY;560925;2010-10-12 17:54:56;9234.93333333;10;1;17;3683104.0;554096.0
4901428.0;116.79765;2782209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_010\\complete;560925;EMPTY;560925;2010-10-06 08:00:00;0.0;10;2;8;4237200.0;0.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560925;EMPTY;560890;2010-12-15 09:00:00;12209.3166667;12;2;9;0.0;5965200.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560925;EMPTY;560890;2010-12-06 21:30:41;0.3;12;0;21;732559.0;5232641.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560925;EMPTY;560890;2010-12-06 21:30:23;10.7666666667;12;0;21;732577.0;5232623.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_500\\complete;560925;42;560890;2010-12-06 21:19:37;0.2;12;0;21;733223.0;5231977.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560925;EMPTY;560890;2010-12-06 21:19:25;739.416666667;12;0;21;733235.0;5231965.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560925;EMPTY;560890;2010-12-06 09:00:00;0.0;12;0;9;777600.0;5187600.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560925;EMPTY;560890;2010-12-06 09:00:00;6560.83333333;12;0;9;777600.0;5187600.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;4901428;EMPTY;2670601;2010-12-01 19:39:10;0.0;12;2;19;1171250.0;4793950.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560925;False;2670601;2010-12-01 19:39:10;0.08333333333330001;12;2;19;1171250.0;4793950.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560925;False;2670601;2010-12-01 19:39:05;0.1;12;2;19;1171255.0;4793945.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560925;False;2670601;2010-12-01 19:38:59;0.416666666667;12;2;19;1171261.0;4793939.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560925;True;2670601;2010-12-01 19:38:34;0.1;12;2;19;1171286.0;4793914.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560925;False;2670601;2010-12-01 19:38:28;0.4;12;2;19;1171292.0;4793908.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560925;False;2670601;2010-12-01 19:38:04;0.06666666666669999;12;2;19;1171316.0;4793884.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560925;EMPTY;2670601;2010-12-01 19:38:00;0.0;12;2;19;1171320.0;4793880.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;4901428;EMPTY;2670601;2010-12-01 19:38:00;0.05;12;2;19;1171320.0;4793880.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;560925;False;2670601;2010-12-01 19:37:57;0.133333333333;12;2;19;1171323.0;4793877.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560925;EMPTY;2670601;2010-12-01 19:37:49;0.06666666666669999;12;2;19;1171331.0;4793869.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560925;EMPTY;2670601;2010-12-01 19:37:45;0.166666666667;12;2;19;1171335.0;4793865.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270\\complete;560925;False;2670601;2010-12-01 19:37:35;0.1;12;2;19;1171345.0;4793855.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205\\complete;4901428;EMPTY;2670601;2010-12-01 19:37:29;0.0;12;2;19;1171351.0;4793849.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560925;True;2670601;2010-12-01 19:37:29;0.46666666666699996;12;2;19;1171351.0;4793849.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;560925;EMPTY;2670601;2010-12-01 19:37:01;0.1;12;2;19;1171379.0;4793821.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560925;True;2670601;2010-12-01 19:36:55;0.2;12;2;19;1171385.0;4793815.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560925;EMPTY;2670601;2010-12-01 19:36:43;0.06666666666669999;12;2;19;1171397.0;4793803.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560925;EMPTY;2670601;2010-12-01 19:36:39;0.3;12;2;19;1171401.0;4793799.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560925;False;2670601;2010-12-01 19:36:21;0.21666666666700002;12;2;19;1171419.0;4793781.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_170\\complete;560925;False;2670601;2010-12-01 19:36:08;3.08333333333;12;2;19;1171432.0;4793768.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_030\\complete;560925;True;2670601;2010-12-01 19:33:03;2.4;12;2;19;1171617.0;4793583.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_1\\complete;560925;EMPTY;2670601;2010-12-01 19:30:39;0.06666666666669999;12;2;19;1171761.0;4793439.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_010\\complete;560925;42;2670601;2010-12-01 19:30:35;0.4;12;2;19;1171765.0;4793435.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560925;False;2670601;2010-12-01 19:30:11;1.76666666667;12;2;19;1171789.0;4793411.0
4901428.0;2302.0476;2783345;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;560925;EMPTY;2670601;2010-12-01 19:28:25;0.06666666666669999;12;2;19;1171895.0;4793305.0
