Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime;elapsed
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_180\\complete;560458;True;560458;2010-10-28 19:30:15;0.06666666666669999;10;3;19;18137618.0;1769415.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_120\\complete;560458;EMPTY;560458;2010-10-28 19:30:11;0.133333333333;10;3;19;18137622.0;1769411.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560458;EMPTY;560458;2010-10-28 19:30:03;0.116666666667;10;3;19;18137630.0;1769403.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_110\\complete;560458;EMPTY;560458;2010-10-28 19:29:56;0.0333333333333;10;3;19;18137637.0;1769396.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_130\\complete;560458;False;560458;2010-10-28 19:29:54;0.05;10;3;19;18137639.0;1769394.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_050\\complete;560458;True;560458;2010-10-28 19:29:51;0.05;10;3;19;18137642.0;1769391.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;05_EIND_010\\complete;560458;False;560458;2010-10-28 19:29:48;0.116666666667;10;3;19;18137645.0;1769388.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;06_VD_010\\complete;560458;False;560458;2010-10-28 19:29:41;689.6833333330001;10;3;19;18137652.0;1769381.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_2\\complete;560458;EMPTY;560458;2010-10-28 08:00:00;0.0;10;3;8;18179033.0;1728000.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_190_2\\complete;560458;EMPTY;560458;2010-10-28 08:00:00;18720.0;10;3;8;18179033.0;1728000.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560458;EMPTY;560458;2010-10-15 08:00:00;3599.41666667;10;4;8;19302233.0;604800.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_065_1\\complete;560458;EMPTY;560458;2010-10-12 20:00:35;0.133333333333;10;1;20;19518198.0;388835.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_060\\complete;560458;True;560458;2010-10-12 20:00:27;0.06666666666669999;10;1;20;19518206.0;388827.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_040\\complete;560458;False;560458;2010-10-12 20:00:23;2.41666666667;10;1;20;19518210.0;388823.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_030_1\\complete;560458;EMPTY;560458;2010-10-12 19:57:58;0.316666666667;10;1;19;19518355.0;388678.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_020\\complete;560458;False;560458;2010-10-12 19:57:39;0.08333333333330001;10;1;19;19518374.0;388659.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_015\\complete;560458;EMPTY;560458;2010-10-12 19:57:34;717.5666666669999;10;1;19;19518379.0;388654.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_030_2\\complete;560458;EMPTY;560458;2010-10-12 08:00:00;5760.0;10;1;8;19561433.0;345600.0
560458;84.3;3461877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_010\\complete;560458;EMPTY;560458;2010-10-08 08:00:00;0.0;10;4;8;19907033.0;0.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_790\\complete;560458;EMPTY;560458;2011-02-25 17:43:22;0.0;2;4;17;0.0;11871802.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_BB_770\\complete;560458;EMPTY;560458;2011-02-25 17:43:22;0.0333333333333;2;4;17;0.0;11871802.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_BB_540\\complete;560458;False;560458;2011-02-25 17:43:20;0.116666666667;2;4;17;2.0;11871800.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560458;EMPTY;560458;2011-02-25 17:43:13;0.1;2;4;17;9.0;11871793.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560458;EMPTY;560458;2011-02-25 17:43:07;0.0333333333333;2;4;17;15.0;11871787.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_500\\complete;560458;42;560458;2011-02-25 17:43:05;0.15;2;4;17;17.0;11871785.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560458;EMPTY;560458;2011-02-25 17:42:56;0.0333333333333;2;4;17;26.0;11871776.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;560458;EMPTY;560458;2011-02-25 17:42:54;0.0;2;4;17;28.0;11871774.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560458;False;560458;2011-02-25 17:42:54;0.05;2;4;17;28.0;11871774.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560458;False;560458;2011-02-25 17:42:51;0.06666666666669999;2;4;17;31.0;11871771.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_465\\complete;560458;EMPTY;560458;2011-02-25 17:42:47;0.08333333333330001;2;4;17;35.0;11871767.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_455\\complete;560458;False;560458;2011-02-25 17:42:42;0.05;2;4;17;40.0;11871762.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_451\\complete;560458;True;560458;2011-02-25 17:42:39;1.1833333333299998;2;4;17;43.0;11871759.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_445\\complete;560458;EMPTY;560458;2011-02-25 17:41:28;0.0;2;4;17;114.0;11871688.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_440_2\\complete;560458;EMPTY;560458;2011-02-25 17:41:28;0.0333333333333;2;4;17;114.0;11871688.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_440_1\\complete;560458;EMPTY;560458;2011-02-25 17:41:26;0.0;2;4;17;116.0;11871686.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560458;False;560458;2011-02-25 17:41:26;0.08333333333330001;2;4;17;116.0;11871686.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560458;False;560458;2011-02-25 17:41:21;0.08333333333330001;2;4;17;121.0;11871681.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560458;EMPTY;560458;2011-02-25 17:41:16;0.0;2;4;17;126.0;11871676.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560458;EMPTY;560458;2011-02-25 17:41:16;0.06666666666669999;2;4;17;126.0;11871676.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;560458;False;560458;2011-02-25 17:41:12;91241.2;2;4;17;130.0;11871672.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560458;EMPTY;560458;2010-12-24 09:00:00;5760.0;12;4;9;5474602.0;6397200.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560458;EMPTY;560458;2010-12-20 09:00:00;0.0;12;0;9;5820202.0;6051600.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560458;EMPTY;560458;2010-12-20 09:00:00;0.0;12;0;9;5820202.0;6051600.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_460\\complete;560458;EMPTY;560458;2010-12-20 09:00:00;0.0;12;0;9;5820202.0;6051600.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_450\\complete;560458;other;560458;2010-12-20 09:00:00;7517.8;12;0;9;5820202.0;6051600.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560458;EMPTY;560530;2010-12-15 03:42:12;0.0166666666667;12;2;3;6271270.0;5600532.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560458;EMPTY;560530;2010-12-15 03:42:11;0.05;12;2;3;6271271.0;5600531.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_270\\complete;560458;False;560530;2010-12-15 03:42:08;0.06666666666669999;12;2;3;6271274.0;5600528.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_451\\complete;560458;False;560530;2010-12-15 03:42:04;0.166666666667;12;2;3;6271278.0;5600524.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_445\\complete;560458;EMPTY;560530;2010-12-15 03:41:54;0.0;12;2;3;6271288.0;5600514.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_440_2\\complete;560458;EMPTY;560530;2010-12-15 03:41:54;0.08333333333330001;12;2;3;6271288.0;5600514.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_440_1\\complete;560458;EMPTY;560530;2010-12-15 03:41:49;0.0166666666667;12;2;3;6271293.0;5600509.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560458;True;560530;2010-12-15 03:41:48;0.2;12;2;3;6271294.0;5600508.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560458;False;560530;2010-12-15 03:41:36;0.05;12;2;3;6271306.0;5600496.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560458;EMPTY;560530;2010-12-15 03:41:33;0.0166666666667;12;2;3;6271309.0;5600493.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560458;EMPTY;560530;2010-12-15 03:41:32;0.0166666666667;12;2;3;6271310.0;5600492.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;560458;False;560530;2010-12-15 03:41:31;0.08333333333330001;12;2;3;6271311.0;5600491.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560458;EMPTY;560530;2010-12-15 03:41:26;0.0333333333333;12;2;3;6271316.0;5600486.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560458;EMPTY;560530;2010-12-15 03:41:24;0.0333333333333;12;2;3;6271318.0;5600484.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_270\\complete;560458;False;560530;2010-12-15 03:41:22;0.08333333333330001;12;2;3;6271320.0;5600482.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_205\\complete;560458;EMPTY;560530;2010-12-15 03:41:17;0.0;12;2;3;6271325.0;5600477.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560458;True;560530;2010-12-15 03:41:17;0.133333333333;12;2;3;6271325.0;5600477.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;560458;EMPTY;560530;2010-12-15 03:41:09;0.0333333333333;12;2;3;6271333.0;5600469.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560458;True;560530;2010-12-15 03:41:07;0.133333333333;12;2;3;6271335.0;5600467.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;06_VD_010\\complete;560458;False;560530;2010-12-15 03:40:59;0.06666666666669999;12;2;3;6271343.0;5600459.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560458;False;560530;2010-12-15 03:40:55;1120.91666667;12;2;3;6271347.0;5600455.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_450\\complete;560458;other;560530;2010-12-14 09:00:00;0.0;12;1;9;6338602.0;5533200.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_190_2\\complete;560458;EMPTY;560530;2010-12-14 09:00:00;67068.0;12;1;9;6338602.0;5533200.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560458;EMPTY;560458;2010-10-28 19:12:00;0.0333333333333;10;3;19;10362682.0;1509120.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560458;EMPTY;560458;2010-10-28 19:11:58;0.116666666667;10;3;19;10362684.0;1509118.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560458;False;560458;2010-10-28 19:11:51;0.06666666666669999;10;3;19;10362691.0;1509111.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560458;True;560458;2010-10-28 19:11:47;0.533333333333;10;3;19;10362695.0;1509107.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560458;EMPTY;560458;2010-10-28 19:11:15;7.05;10;3;19;10362727.0;1509075.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560458;EMPTY;560458;2010-10-28 19:04:12;664.2;10;3;19;10363150.0;1508652.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560458;EMPTY;560458;2010-10-28 08:00:00;18720.0;10;3;8;10403002.0;1468800.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560458;EMPTY;560458;2010-10-15 08:00:00;3215.73333333;10;4;8;11526202.0;345600.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560458;True;560530;2010-10-13 02:24:16;0.133333333333;10;2;2;11719146.0;152656.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560458;False;560530;2010-10-13 02:24:08;0.933333333333;10;2;2;11719154.0;152648.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560458;EMPTY;560530;2010-10-13 02:23:12;101.51666666700001;10;2;2;11719210.0;152592.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560458;False;560530;2010-10-13 00:41:41;0.116666666667;10;2;0;11725301.0;146501.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560458;EMPTY;560530;2010-10-13 00:41:34;1001.56666667;10;2;0;11725308.0;146494.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560458;EMPTY;560530;2010-10-12 08:00:00;1440.0;10;1;8;11785402.0;86400.0
560458;1698.2235;3466211;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560458;EMPTY;560530;2010-10-11 08:00:00;0.0;10;0;8;11871802.0;0.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_BB_770\\complete;560458;EMPTY;560530;2011-03-10 23:16:39;0.0;3;3;23;0.0;12928599.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_790\\complete;560458;EMPTY;560530;2011-03-10 23:16:39;0.08333333333330001;3;3;23;0.0;12928599.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_BB_540\\complete;560458;False;560530;2011-03-10 23:16:34;69976.56666669999;3;3;23;5.0;12928594.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_530\\complete;560458;EMPTY;560532;2011-01-21 09:00:00;10080.0;1;4;9;4198599.0;8730000.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_2\\complete;560458;EMPTY;560532;2011-01-14 09:00:00;0.0;1;4;9;4803399.0;8125200.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_3\\complete;560458;EMPTY;560532;2011-01-14 09:00:00;5069.76666667;1;4;9;4803399.0;8125200.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_520\\complete;560458;EMPTY;560532;2011-01-10 20:30:14;0.166666666667;1;0;20;5107585.0;7821014.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_510_1\\complete;560458;EMPTY;560532;2011-01-10 20:30:04;0.05;1;0;20;5107595.0;7821004.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_500\\complete;560458;42;560532;2011-01-10 20:30:01;141.133333333;1;0;20;5107598.0;7821001.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_2\\complete;560458;EMPTY;560532;2011-01-10 18:08:53;0.0333333333333;1;0;18;5116066.0;7812533.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_490_1\\complete;560458;EMPTY;560532;2011-01-10 18:08:51;0.0166666666667;1;0;18;5116068.0;7812531.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_480\\complete;560458;False;560532;2011-01-10 18:08:50;0.133333333333;1;0;18;5116069.0;7812530.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_470\\complete;560458;False;560532;2011-01-10 18:08:42;0.08333333333330001;1;0;18;5116077.0;7812522.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_430\\complete;560458;False;560532;2011-01-10 18:08:37;0.116666666667;1;0;18;5116082.0;7812517.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_380\\complete;560458;False;560532;2011-01-10 18:08:30;48620.5333333;1;0;18;5116089.0;7812510.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_375\\complete;560458;EMPTY;560458;2010-12-07 23:47:58;0.0;12;1;23;8033321.0;4895278.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_370\\complete;560458;EMPTY;560458;2010-12-07 23:47:58;0.0333333333333;12;1;23;8033321.0;4895278.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;09_AH_I_010\\complete;560458;False;560458;2010-12-07 23:47:56;0.55;12;1;23;8033323.0;4895276.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_260\\complete;560458;EMPTY;560458;2010-12-07 23:47:23;0.0166666666667;12;1;23;8033356.0;4895243.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_250\\complete;560458;EMPTY;560458;2010-12-07 23:47:22;0.05;12;1;23;8033357.0;4895242.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_270\\complete;560458;False;560458;2010-12-07 23:47:19;0.6;12;1;23;8033360.0;4895239.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_100\\complete;560458;EMPTY;560458;2010-12-07 23:46:43;0.15;12;1;23;8033396.0;4895203.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_205\\complete;560458;EMPTY;560458;2010-12-07 23:46:34;0.0;12;1;23;8033405.0;4895194.0
560458;84.3;3467726;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;01_HOOFD_200\\complete;560458;True;560458;2010-12-07 23:46:34;0.283333333333;12;1;23;8033405.0;4895194.0
