Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime;elapsed
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010\\complete;560812;False;560752;2010-12-07 20:48:24;0.08333333333330001;12;1;20;43896.0;4279704.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560812;EMPTY;560752;2010-12-07 20:48:19;0.05;12;1;20;43901.0;4279699.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560812;EMPTY;560752;2010-12-07 20:48:16;0.05;12;1;20;43904.0;4279696.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;06_VD_010\\complete;560812;False;560752;2010-12-07 20:48:13;0.08333333333330001;12;1;20;43907.0;4279693.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;05_EIND_010\\complete;560812;False;560752;2010-12-07 20:48:08;0.1;12;1;20;43912.0;4279688.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560812;True;560752;2010-12-07 20:48:02;0.1;12;1;20;43918.0;4279682.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270\\complete;560812;False;560752;2010-12-07 20:47:56;0.06666666666669999;12;1;20;43924.0;4279676.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205\\complete;560812;EMPTY;560752;2010-12-07 20:47:52;0.0166666666667;12;1;20;43928.0;4279672.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560812;True;560752;2010-12-07 20:47:51;0.46666666666699996;12;1;20;43929.0;4279671.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;560812;EMPTY;560752;2010-12-07 20:47:23;0.06666666666669999;12;1;20;43957.0;4279643.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560812;True;560752;2010-12-07 20:47:19;0.08333333333330001;12;1;20;43961.0;4279639.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560812;False;560752;2010-12-07 20:47:14;0.1;12;1;20;43966.0;4279634.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560812;EMPTY;560752;2010-12-07 20:47:08;0.0166666666667;12;1;20;43972.0;4279628.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560812;EMPTY;560752;2010-12-07 20:47:07;1.2666666666700002;12;1;20;43973.0;4279627.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560812;EMPTY;560752;2010-12-07 20:45:51;2.65;12;1;20;44049.0;4279551.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560812;EMPTY;560752;2010-12-07 20:43:12;0.3;12;1;20;44208.0;4279392.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560812;True;560752;2010-12-07 20:42:54;0.06666666666669999;12;1;20;44226.0;4279374.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560812;False;560752;2010-12-07 20:42:50;1.16666666667;12;1;20;44230.0;4279370.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560812;EMPTY;560752;2010-12-07 20:41:40;0.05;12;1;20;44300.0;4279300.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560812;False;560752;2010-12-07 20:41:37;0.1;12;1;20;44303.0;4279297.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560812;EMPTY;560752;2010-12-07 20:41:31;12221.516666700001;12;1;20;44309.0;4279291.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560812;EMPTY;560752;2010-11-29 09:00:00;0.0;11;0;9;777600.0;3546000.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560812;EMPTY;560752;2010-11-29 09:00:00;0.0;11;0;9;777600.0;3546000.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_190_2\\complete;560812;EMPTY;560752;2010-11-29 09:00:00;46140.0;11;0;9;777600.0;3546000.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560812;EMPTY;560752;2010-10-28 08:00:00;10080.0;10;3;8;3546000.0;777600.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560812;EMPTY;560752;2010-10-21 08:00:00;0.0;10;3;8;4150800.0;172800.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560812;EMPTY;560752;2010-10-21 08:00:00;2880.0;10;3;8;4150800.0;172800.0
560812;0.0;4248179;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560812;EMPTY;560752;2010-10-19 08:00:00;0.0;10;1;8;4323600.0;0.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_800\\complete;1550894;EMPTY;1550894;2011-06-29 16:56:35;0.5666666666669999;6;2;16;0.0;21718595.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_770\\complete;1550894;EMPTY;1550894;2011-06-29 16:56:01;214384.366667;6;2;16;34.0;21718561.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_540\\complete;1550894;False;560752;2011-01-31 19:51:39;0.45;1;0;19;12863096.0;8855499.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;1550894;EMPTY;560752;2011-01-31 19:51:12;27.65;1;0;19;12863123.0;8855472.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;1550894;EMPTY;560752;2011-01-31 19:23:33;36623.55;1;0;19;12864782.0;8853813.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;1550894;EMPTY;560752;2011-01-06 09:00:00;28800.0;1;3;9;15062195.0;6656400.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;1550894;EMPTY;560752;2010-12-17 09:00:00;698.4333333330001;12;4;9;16790195.0;4928400.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_500\\complete;1550894;42;560781;2010-12-16 21:21:34;0.85;12;3;21;16832101.0;4886494.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;1550894;EMPTY;560781;2010-12-16 21:20:43;0.46666666666699996;12;3;21;16832152.0;4886443.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;1550894;EMPTY;560781;2010-12-16 21:20:15;0.06666666666669999;12;3;21;16832180.0;4886415.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;1550894;False;560781;2010-12-16 21:20:11;740.1833333330001;12;3;21;16832184.0;4886411.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;1550894;EMPTY;560781;2010-12-16 09:00:00;48130.1833333;12;3;9;16876595.0;4842000.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;1550894;False;1550894;2010-11-12 22:49:49;0.233333333333;11;4;22;19764406.0;1954189.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;1550894;False;1550894;2010-11-12 22:49:35;0.46666666666699996;11;4;22;19764420.0;1954175.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;1550894;False;1550894;2010-11-12 22:49:07;0.233333333333;11;4;22;19764448.0;1954147.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;1550894;EMPTY;1550894;2010-11-12 22:48:53;0.05;11;4;22;19764462.0;1954133.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;1550894;False;1550894;2010-11-12 22:48:50;0.21666666666700002;11;4;22;19764465.0;1954130.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_270\\complete;1550894;False;1550894;2010-11-12 22:48:37;0.116666666667;11;4;22;19764478.0;1954117.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;other;1550894;EMPTY;1550894;2010-11-12 22:48:30;0.0333333333333;11;4;22;19764485.0;1954110.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;1550894;EMPTY;1550894;2010-11-12 22:48:28;9960.46666667;11;4;22;19764487.0;1954108.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;1550894;EMPTY;1550894;2010-11-06 00:48:00;359.233333333;11;5;0;20362115.0;1356480.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205\\complete;1550894;EMPTY;1550894;2010-11-05 18:48:46;0.0;11;4;18;20383669.0;1334926.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;1550894;True;1550894;2010-11-05 18:48:46;0.116666666667;11;4;18;20383669.0;1334926.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;other;1550894;False;1550894;2010-11-05 18:48:39;0.316666666667;11;4;18;20383676.0;1334919.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;1550894;False;1550894;2010-11-05 18:48:20;0.08333333333330001;11;4;18;20383695.0;1334900.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;1550894;EMPTY;1550894;2010-11-05 18:48:15;0.08333333333330001;11;4;18;20383700.0;1334895.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;4051819;EMPTY;1550894;2010-11-05 18:48:10;1.46666666667;11;4;18;20383705.0;1334890.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;4051819;False;1550894;2010-11-05 18:46:42;0.18333333333299998;11;4;18;20383793.0;1334802.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;4051819;False;1550894;2010-11-05 18:46:31;2026.51666667;11;4;18;20383804.0;1334791.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;4051819;EMPTY;560752;2010-11-04 09:00:00;10896.9333333;11;3;9;20505395.0;1213200.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;4051819;EMPTY;560752;2010-10-27 19:23:04;6.1;10;2;19;21159211.0;559384.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;4051819;EMPTY;560752;2010-10-27 19:16:58;10.0;10;2;19;21159577.0;559018.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;4051819;True;560752;2010-10-27 19:06:58;666.9666666669999;10;2;19;21160177.0;558418.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;4051819;EMPTY;560752;2010-10-27 08:00:00;6481.0;10;2;8;21200195.0;518400.0
1550894;4900.359;4258780;0;1;0;0;0;0;0;0;0;0;0;0;0;other;4051819;False;560752;2010-10-22 19:59:00;0.06666666666669999;10;4;19;21589055.0;129540.0
