Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Flora en Fauna;Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime;elapsed
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_205\\complete;560922;EMPTY;560922;2010-11-02 19:15:37;0.0;11;1;19;29.0;2546137.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560922;True;560922;2010-11-02 19:15:37;0.05;11;1;19;29.0;2546137.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_170\\complete;560922;False;560922;2010-11-02 19:15:34;0.06666666666669999;11;1;19;32.0;2546134.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560922;False;560922;2010-11-02 19:15:30;0.06666666666669999;11;1;19;36.0;2546130.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560922;EMPTY;560922;2010-11-02 19:15:26;0.0166666666667;11;1;19;40.0;2546126.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560922;EMPTY;560922;2010-11-02 19:15:25;0.05;11;1;19;41.0;2546125.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_170\\complete;560922;False;560922;2010-11-02 19:15:22;0.633333333333;11;1;19;44.0;2546122.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_030\\complete;560922;True;560922;2010-11-02 19:14:44;0.21666666666700002;11;1;19;82.0;2546084.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_020_1\\complete;560922;EMPTY;560922;2010-11-02 19:14:31;11322.1666667;11;1;19;95.0;2546071.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_010\\complete;560922;other;560922;2010-10-25 22:32:21;0.7;10;0;22;679425.0;1866741.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560922;False;560922;2010-10-25 22:31:39;0.08333333333330001;10;0;22;679467.0;1866699.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_170\\complete;560922;False;560922;2010-10-25 22:31:34;0.08333333333330001;10;0;22;679472.0;1866694.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;560922;False;560922;2010-10-25 22:31:29;0.1;10;0;22;679477.0;1866689.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560922;EMPTY;560922;2010-10-25 22:31:23;0.816666666667;10;0;22;679483.0;1866683.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560922;EMPTY;560922;2010-10-25 22:30:34;0.2;10;0;22;679532.0;1866634.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;560922;EMPTY;560922;2010-10-25 22:30:22;0.3;10;0;22;679544.0;1866622.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560922;EMPTY;560922;2010-10-25 22:30:04;0.116666666667;10;0;22;679562.0;1866604.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560922;True;560922;2010-10-25 22:29:57;0.08333333333330001;10;0;22;679569.0;1866597.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_055\\complete;560922;False;560922;2010-10-25 22:29:52;0.233333333333;10;0;22;679574.0;1866592.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560922;True;560922;2010-10-25 22:29:38;0.1;10;0;22;679588.0;1866578.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560922;False;560922;2010-10-25 22:29:32;0.33333333333299997;10;0;22;679594.0;1866572.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560922;EMPTY;560922;2010-10-25 22:29:12;0.15;10;0;22;679614.0;1866552.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560922;False;560922;2010-10-25 22:29:03;0.166666666667;10;0;22;679623.0;1866543.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560922;EMPTY;560922;2010-10-25 22:28:53;28228.8833333;10;0;22;679633.0;1866533.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560922;EMPTY;560922;2010-10-06 08:00:00;2880.0;10;2;8;2373366.0;172800.0
560922;0.0;3004646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560922;other;560922;2010-10-04 08:00:00;0.0;10;0;8;2546166.0;0.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_020_1\\complete;560922;EMPTY;560922;2010-10-25 22:52:59;11.85;10;0;22;0.0;1867979.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_010\\complete;560922;42;560922;2010-10-25 22:41:08;0.33333333333299997;10;0;22;711.0;1867268.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_200\\complete;560922;False;560922;2010-10-25 22:40:48;0.616666666667;10;0;22;731.0;1867248.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_170\\complete;560922;False;560922;2010-10-25 22:40:11;0.05;10;0;22;768.0;1867211.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_130\\complete;560922;False;560922;2010-10-25 22:40:08;0.133333333333;10;0;22;771.0;1867208.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_120\\complete;560922;EMPTY;560922;2010-10-25 22:40:00;0.166666666667;10;0;22;779.0;1867200.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_110\\complete;560922;EMPTY;560922;2010-10-25 22:39:50;0.133333333333;10;0;22;789.0;1867190.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_100\\complete;560922;EMPTY;560922;2010-10-25 22:39:42;879.7;10;0;22;797.0;1867182.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_020_2\\complete;560922;EMPTY;560922;2010-10-25 08:00:00;19497.9833333;10;0;8;53579.0;1814400.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_065_1\\complete;560922;EMPTY;560749;2010-10-11 19:02:01;38.15;10;0;19;1223458.0;644521.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_060\\complete;560922;True;560749;2010-10-11 18:23:52;0.133333333333;10;0;18;1225747.0;642232.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_055\\complete;560922;False;560749;2010-10-11 18:23:44;0.366666666667;10;0;18;1225755.0;642224.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_050\\complete;560922;True;560749;2010-10-11 18:23:22;0.516666666667;10;0;18;1225777.0;642202.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_040\\complete;560922;False;560749;2010-10-11 18:22:51;0.6;10;0;18;1225808.0;642171.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_020\\complete;560922;True;560749;2010-10-11 18:22:15;0.21666666666700002;10;0;18;1225844.0;642135.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_015\\complete;560922;EMPTY;560749;2010-10-11 18:22:02;622.0333333330001;10;0;18;1225857.0;642122.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_065_2\\complete;560922;EMPTY;560749;2010-10-11 08:00:00;10080.0;10;0;8;1263179.0;604800.0
560922;0.0;3007101;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_010\\complete;560749;other;560749;2010-10-04 08:00:00;0.0;10;0;8;1867979.0;0.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_500\\complete;2013365;42;560673;2010-11-15 22:40:18;5140.3;11;0;22;0.0;3076818.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;2013365;EMPTY;560673;2010-11-12 09:00:00;1872.41666667;11;4;9;308418.0;2768400.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;2013365;EMPTY;2013365;2010-11-11 01:47:35;33.5833333333;11;3;1;420763.0;2656055.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;2013365;EMPTY;2013365;2010-11-11 01:14:00;0.0166666666667;11;3;1;422778.0;2654040.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;2013365;False;2013365;2010-11-11 01:13:59;0.15;11;3;1;422779.0;2654039.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;2013365;False;2013365;2010-11-11 01:13:50;0.166666666667;11;3;1;422788.0;2654030.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;2013365;False;2013365;2010-11-11 01:13:40;0.1;11;3;1;422798.0;2654020.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;2013365;False;2013365;2010-11-11 01:13:34;0.116666666667;11;3;1;422804.0;2654014.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;2013365;False;2013365;2010-11-11 01:13:27;0.133333333333;11;3;1;422811.0;2654007.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;2013365;False;2013365;2010-11-11 01:13:19;0.1;11;3;1;422819.0;2653999.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;2013365;EMPTY;2013365;2010-11-11 01:13:13;0.05;11;3;1;422825.0;2653993.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;2013365;False;2013365;2010-11-11 01:13:10;0.15;11;3;1;422828.0;2653990.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;other;2013365;EMPTY;2013365;2010-11-11 01:13:01;0.0333333333333;11;3;1;422837.0;2653981.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_330\\complete;2013365;True;2013365;2010-11-11 01:12:59;0.1;11;3;1;422839.0;2653979.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_270\\complete;2013365;False;2013365;2010-11-11 01:12:53;0.133333333333;11;3;1;422845.0;2653973.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;2013365;EMPTY;2013365;2010-11-11 01:12:45;0.0;11;3;1;422853.0;2653965.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;other;2013365;EMPTY;2013365;2010-11-11 01:12:45;0.0333333333333;11;3;1;422853.0;2653965.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;2013365;EMPTY;2013365;2010-11-11 01:12:43;0.1;11;3;1;422855.0;2653963.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_205\\complete;2013365;EMPTY;2013365;2010-11-11 01:12:37;0.0166666666667;11;3;1;422861.0;2653957.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;2013365;True;2013365;2010-11-11 01:12:36;0.1;11;3;1;422862.0;2653956.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_190_1\\complete;2013365;EMPTY;2013365;2010-11-11 01:12:30;0.1;11;3;1;422868.0;2653950.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;2013365;True;2013365;2010-11-11 01:12:24;0.1;11;3;1;422874.0;2653944.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_170\\complete;2013365;True;2013365;2010-11-11 01:12:18;0.75;11;3;1;422880.0;2653938.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_130\\complete;2013365;False;2013365;2010-11-11 01:11:33;0.116666666667;11;3;1;422925.0;2653893.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;2013365;EMPTY;2013365;2010-11-11 01:11:26;0.0333333333333;11;3;1;422932.0;2653886.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;2013365;EMPTY;2013365;2010-11-11 01:11:24;0.383333333333;11;3;1;422934.0;2653884.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;2013365;EMPTY;2013365;2010-11-11 01:11:01;0.15;11;3;1;422957.0;2653861.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560696;EMPTY;2013365;2010-11-11 01:10:52;970.866666667;11;3;1;422966.0;2653852.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_100\\complete;2013365;EMPTY;2013365;2010-11-10 09:00:00;0.0;11;2;9;481218.0;2595600.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;2013365;EMPTY;2013365;2010-11-10 09:00:00;2348.2;11;2;9;481218.0;2595600.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560696;True;560696;2010-11-08 17:51:48;0.116666666667;11;0;17;622110.0;2454708.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_055\\complete;560696;False;560696;2010-11-08 17:51:41;0.133333333333;11;0;17;622117.0;2454701.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560696;True;560696;2010-11-08 17:51:33;37182.8833333;11;0;17;622125.0;2454693.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560696;False;560741;2010-10-13 22:08:40;0.5;10;2;22;2853098.0;223720.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560696;EMPTY;560741;2010-10-13 22:08:10;55.85;10;2;22;2853128.0;223690.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560696;False;560741;2010-10-13 21:12:19;0.816666666667;10;2;21;2856479.0;220339.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;2013365;EMPTY;560741;2010-10-13 21:11:30;791.5;10;2;21;2856528.0;220290.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_030_2\\complete;560696;EMPTY;560741;2010-10-13 08:00:00;2880.0;10;2;8;2904018.0;172800.0
2013365;795.7919999999999;3018942;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560741;other;560741;2010-10-11 08:00:00;0.0;10;0;8;3076818.0;0.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_030\\complete;560719;EMPTY;560749;2011-11-05 09:00:00;409696.666667;11;5;9;0.0;33440400.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_BB_770\\complete;560719;EMPTY;560749;2011-01-24 20:43:20;0.0;1;0;20;24581800.0;8858600.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_790\\complete;560719;EMPTY;560749;2011-01-24 20:43:20;0.0166666666667;1;0;20;24581800.0;8858600.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_BB_630\\complete;560719;False;560749;2011-01-24 20:43:19;2.21666666667;1;0;20;24581801.0;8858599.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560719;EMPTY;560749;2011-01-24 20:41:06;0.15;1;0;20;24581934.0;8858466.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560719;EMPTY;560749;2011-01-24 20:40:57;0.0333333333333;1;0;20;24581943.0;8858457.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_500\\complete;560719;42;560749;2011-01-24 20:40:55;0.2;1;0;20;24581945.0;8858455.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560719;EMPTY;560749;2011-01-24 20:40:43;0.0333333333333;1;0;20;24581957.0;8858443.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;560719;EMPTY;560749;2011-01-24 20:40:41;0.0;1;0;20;24581959.0;8858441.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560719;False;560749;2011-01-24 20:40:41;0.06666666666669999;1;0;20;24581959.0;8858441.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560719;False;560749;2011-01-24 20:40:37;0.06666666666669999;1;0;20;24581963.0;8858437.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_060\\complete;560719;False;560749;2011-01-24 20:40:33;0.21666666666700002;1;0;20;24581967.0;8858433.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_050_1\\complete;560719;EMPTY;560749;2011-01-24 20:40:20;0.0333333333333;1;0;20;24581980.0;8858420.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_045\\complete;560719;EMPTY;560749;2011-01-24 20:40:18;0.0;1;0;20;24581982.0;8858418.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_040\\complete;560719;EMPTY;560749;2011-01-24 20:40:18;0.21666666666700002;1;0;20;24581982.0;8858418.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;other;560719;42;560749;2011-01-24 20:40:05;0.06666666666669999;1;0;20;24581995.0;8858405.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_010\\complete;560719;True;560749;2011-01-24 20:40:01;0.1;1;0;20;24581999.0;8858401.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_465\\complete;560719;EMPTY;560749;2011-01-24 20:39:55;0.116666666667;1;0;20;24582005.0;8858395.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_455\\complete;560719;False;560749;2011-01-24 20:39:48;0.116666666667;1;0;20;24582012.0;8858388.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_451\\complete;560719;True;560749;2011-01-24 20:39:41;0.45;1;0;20;24582019.0;8858381.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_445\\complete;560719;EMPTY;560749;2011-01-24 20:39:14;0.0;1;0;20;24582046.0;8858354.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_440_2\\complete;560719;EMPTY;560749;2011-01-24 20:39:14;0.133333333333;1;0;20;24582046.0;8858354.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_440_1\\complete;560719;EMPTY;560749;2011-01-24 20:39:06;0.0;1;0;20;24582054.0;8858346.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560719;False;560749;2011-01-24 20:39:06;0.1;1;0;20;24582054.0;8858346.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560719;EMPTY;560749;2011-01-24 20:39:00;0.0;1;0;20;24582060.0;8858340.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560719;EMPTY;560749;2011-01-24 20:39:00;0.05;1;0;20;24582060.0;8858340.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010\\complete;560719;False;560749;2011-01-24 20:38:57;0.08333333333330001;1;0;20;24582063.0;8858337.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560719;EMPTY;560749;2011-01-24 20:38:52;0.0333333333333;1;0;20;24582068.0;8858332.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560719;EMPTY;560749;2011-01-24 20:38:50;0.1;1;0;20;24582070.0;8858330.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270\\complete;560719;False;560749;2011-01-24 20:38:44;0.116666666667;1;0;20;24582076.0;8858324.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_205\\complete;560719;EMPTY;560749;2011-01-24 20:38:37;0.0;1;0;20;24582083.0;8858317.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560719;True;560749;2011-01-24 20:38:37;0.25;1;0;20;24582083.0;8858317.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;other;560719;EMPTY;560749;2011-01-24 20:38:22;115898.36666700001;1;0;20;24582098.0;8858302.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560719;EMPTY;560749;2010-11-05 09:00:00;0.0;11;4;9;31536000.0;1904400.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560719;EMPTY;560749;2010-11-05 09:00:00;0.0;11;4;9;31536000.0;1904400.0
560719;0.0;3025465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_050_2\\complete;560719;EMPTY;560749;2010-11-05 09:00:00;0.0;11;4;9;31536000.0;1904400.0
