Responsible_actor,SUMleges,CaseID,Label,Aanleg (Uitvoeren werk of werkzaamheid),Bouw,Brandveilig gebruik (melding),Brandveilig gebruik (vergunning),Gebiedsbescherming,Handelen in strijd met regels RO,Inrit/Uitweg,Kap,Milieu (melding),Milieu (neutraal wijziging),Milieu (omgevingsvergunning beperkte milieutoets),Milieu (vergunning),Monument,Reclame,Sloop,Activity,monitoringResource,question,org:resource,time:timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_065_1,560872,EMPTY,560872,1287120781.0,573,10,4,9,67.7,5013.016666666666,10,6
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,06_VD_010,560872,False,560872,1287120883.0,574,10,4,9,1.7,5014.716666666666,11,6
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_100,560872,EMPTY,560872,1287121542.0,585,10,4,9,10.983333333333333,5025.7,12,6
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_130,560872,False,560872,1287121644.0,587,10,4,9,1.7,5027.4,13,6
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_050,560872,True,560872,1287122539.0,602,10,4,10,14.916666666666666,5042.316666666667,14,6
560872.0,111.276,2794023,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_065_1,560872,EMPTY,560872,1287125589.0,653,10,4,10,773.15,5093.15,7,6
560872.0,111.276,2794023,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_100,560872,EMPTY,560872,1287125686.0,654,10,4,10,1.6166666666666667,5094.766666666666,8,6
560872.0,111.276,2794023,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_130,560872,False,560872,1287125728.0,655,10,4,10,0.7,5095.466666666666,9,6
560872.0,111.276,2794023,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_050,560872,True,560872,1287125741.0,655,10,4,10,0.2166666666666666,5095.683333333333,10,6
4901428.0,116.79765,2782209,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_2,560925,EMPTY,560912,1287338400.0,1320,10,6,22,8043.533333333334,17280.0,6,6
4901428.0,116.79765,2782209,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_1,560925,EMPTY,560912,1287395797.0,836,10,0,13,956.6166666666668,18236.616666666665,7,6
4901428.0,116.79765,2782209,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_050,560925,True,560912,1287395814.0,836,10,0,13,0.2833333333333333,18236.9,8,6
4901428.0,116.79765,2782209,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560925,EMPTY,560912,1287395843.0,837,10,0,13,0.4833333333333333,18237.38333333333,9,6
4901428.0,1354.2542,2771451,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_190_2,560925,EMPTY,2670601,1287424800.0,1320,10,0,22,18720.0,18720.0,2,8
4901428.0,2302.0476,2783345,deviant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_190_2,560925,EMPTY,2670601,1287424800.0,1320,10,0,22,11520.0,17280.0,5,8
560925.0,0.0,2814003,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_010,560925,EMPTY,560912,1287424800.0,1320,10,0,22,0.0,0.0,1,8
560872.0,0.0,2883285,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_010,560872,EMPTY,560872,1287424800.0,1320,10,0,22,0.0,0.0,1,8
560894.0,0.0,2799076,deviant,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,01_HOOFD_015,560894,EMPTY,560912,1287470840.0,647,10,1,10,9407.333333333334,9407.333333333334,2,7
560872.0,0.0,2883285,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_065_2,560872,EMPTY,560872,1287597600.0,1320,10,2,22,2880.0,2880.0,2,7
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_010,560925,EMPTY,560925,1287684000.0,1320,10,3,22,0.0,0.0,1,9
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_010,560925,EMPTY,560925,1287684000.0,1320,10,3,22,0.0,0.0,1,9
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_030_2,560925,EMPTY,560925,1287943200.0,1320,10,6,22,0.0,4320.0,2,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_195_2,560462,EMPTY,560872,1287943200.0,1320,10,6,22,4320.0,4320.0,3,11
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_010,560912,EMPTY,560912,1287943200.0,1320,10,6,22,0.0,0.0,1,11
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_010,560912,EMPTY,560912,1287943200.0,1320,10,6,22,0.0,0.0,1,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_015,560462,EMPTY,560925,1287977611.0,453,10,0,7,573.5166666666667,4893.516666666666,4,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_020,560925,False,560925,1287977630.0,453,10,0,7,0.3166666666666666,4893.833333333333,5,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_030_1,560925,EMPTY,560925,1287977843.0,457,10,0,7,3.55,4897.383333333333,6,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_040,560925,False,560925,1287977862.0,457,10,0,7,0.3166666666666666,4897.7,7,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_060,560925,False,560925,1287977872.0,457,10,0,7,0.1666666666666666,4897.866666666667,8,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,04_BPT_010,560925,False,560925,1287977880.0,458,10,0,7,0.1333333333333333,4898.0,9,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,04_BPT_020,560925,Uitgebreid,560925,1287977887.0,458,10,0,7,0.1166666666666666,4898.116666666667,10,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,04_BPT_030,560925,True,560925,1287977896.0,458,10,0,7,0.15,4898.266666666666,11,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,04_BPT_040,560925,Eerste,560925,1287977901.0,458,10,0,7,0.0833333333333333,4898.35,12,11
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,04_BPT_060,560925,26 weken,560925,1287977922.0,458,10,0,7,0.35,4898.7,13,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_110,560872,EMPTY,560872,1287998510.0,801,10,0,13,14599.516666666666,19641.83333333333,15,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,05_EIND_010,560872,False,560872,1287998523.0,802,10,0,13,0.2166666666666666,19642.05,16,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_120,560872,EMPTY,560872,1287998541.0,802,10,0,13,0.3,19642.35,17,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_180,560872,True,560872,1287998549.0,802,10,0,13,0.1333333333333333,19642.483333333334,18,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_190_1,560872,EMPTY,560872,1287998552.0,802,10,0,13,0.05,19642.533333333333,19,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_200,560872,True,560872,1287998579.0,802,10,0,13,0.0,19642.983333333334,20,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_205,560872,EMPTY,560872,1287998579.0,802,10,0,13,0.45,19642.983333333334,21,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_270,560872,False,560872,1287998585.0,803,10,0,13,0.1,19643.08333333333,22,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_250,560872,EMPTY,560872,1287998595.0,803,10,0,13,0.1666666666666666,19643.25,23,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_260,560872,EMPTY,560872,1287998597.0,803,10,0,13,0.0333333333333333,19643.283333333333,24,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,09_AH_I_010,560872,False,560872,1287998603.0,803,10,0,13,0.1,19643.38333333333,25,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_370,560872,EMPTY,560872,1287998605.0,803,10,0,13,0.0,19643.416666666668,26,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_375,560872,EMPTY,560872,1287998605.0,803,10,0,13,0.0333333333333333,19643.416666666668,27,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_380,560872,False,560872,1287998610.0,803,10,0,13,0.0833333333333333,19643.5,28,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_430,560872,False,560872,1287998619.0,803,10,0,13,0.15,19643.65,29,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_470,560872,False,560872,1287998625.0,803,10,0,13,0.1,19643.75,30,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_480,560872,False,560872,1287998629.0,803,10,0,13,0.0,19643.816666666666,31,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_490_1,560872,EMPTY,560872,1287998629.0,803,10,0,13,0.0666666666666666,19643.816666666666,32,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_490_2,560872,EMPTY,560872,1287998632.0,803,10,0,13,0.05,19643.866666666665,33,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_500,560872,42,560872,1287998662.0,804,10,0,13,0.5,19644.366666666665,34,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_510_1,560872,EMPTY,560872,1287999294.0,814,10,0,13,10.533333333333331,19654.9,35,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_520,560872,EMPTY,560872,1287999305.0,815,10,0,13,0.1833333333333333,19655.08333333333,36,11
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_490_3,560872,EMPTY,560872,1288029600.0,1320,10,0,22,504.9166666666667,20160.0,37,12
4901428.0,116.79765,2838476,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_010,560925,EMPTY,560925,1288029600.0,1320,10,0,22,0.0,0.0,1,12
4901428.0,116.79765,2782209,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560925,EMPTY,560912,1288116000.0,1320,10,1,22,12002.616666666669,30240.0,10,12
560872.0,111.276,2794023,regular,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,01_HOOFD_100,560872,EMPTY,560872,1288116000.0,1320,10,1,22,16504.316666666666,21600.0,11,12
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_100,560872,EMPTY,560872,1288116000.0,1320,10,1,22,1440.0,21600.0,38,12
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_510_2,560872,EMPTY,560872,1288551600.0,1380,10,6,23,7260.0,28860.0,39,12
560925.0,0.0,2814003,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_190_2,560925,EMPTY,560912,1288551600.0,1380,10,6,23,0.0,18780.0,2,12
560925.0,0.0,2814003,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_065_2,560925,EMPTY,560912,1288551600.0,1380,10,6,23,18780.0,18780.0,3,12
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_2,560925,EMPTY,560925,1288638000.0,1380,11,0,23,15900.0,15900.0,2,15
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_2,560912,EMPTY,560912,1288638000.0,1380,11,0,23,11580.0,11580.0,2,15
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_2,560912,EMPTY,560912,1288638000.0,1380,11,0,23,11580.0,11580.0,2,15
560925.0,0.0,2839858,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_010,560925,EMPTY,560925,1288638000.0,1380,11,0,23,0.0,0.0,1,15
560925.0,0.0,2840219,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_010,560925,EMPTY,560925,1288638000.0,1380,11,0,23,0.0,0.0,1,15
560925.0,0.0,2840553,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_010,560925,EMPTY,560925,1288638000.0,1380,11,0,23,0.0,0.0,1,15
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_065_1,560925,EMPTY,560950,1288670778.0,486,11,1,8,11547.6,16446.3,14,15
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_015,560912,EMPTY,560912,1288680298.0,644,11,1,10,704.9666666666667,12284.966666666667,3,15
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_020,560912,True,560912,1288680304.0,645,11,1,10,0.1,12285.066666666668,4,15
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_040,560912,False,560912,1288680309.0,645,11,1,10,0.0833333333333333,12285.15,5,15
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_060,560912,True,560912,1288680317.0,645,11,1,10,0.1333333333333333,12285.283333333333,6,15
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_1,560912,EMPTY,560912,1288680729.0,652,11,1,10,6.866666666666666,12292.15,7,15
560912.0,116.79765,2831567,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560912,EMPTY,560912,1288690217.0,810,11,1,13,158.13333333333333,12450.283333333333,8,15
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_015,560925,EMPTY,560925,1288690861.0,821,11,1,13,881.0166666666667,16781.016666666666,3,15
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_020,560925,True,560925,1288690868.0,821,11,1,13,0.1166666666666666,16781.133333333335,4,15
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_040,560925,False,560925,1288690874.0,821,11,1,13,0.1,16781.233333333334,5,15
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_060,560925,True,560925,1288690879.0,821,11,1,13,0.0833333333333333,16781.316666666666,6,15
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_1,560925,EMPTY,560925,1288691186.0,826,11,1,13,5.116666666666666,16786.433333333334,7,15
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_015,560464,EMPTY,560912,1288691231.0,827,11,1,13,887.1833333333333,12467.183333333332,3,15
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_020,560912,True,560912,1288691241.0,827,11,1,13,0.1666666666666666,12467.35,4,15
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_040,560912,False,560912,1288691247.0,827,11,1,13,0.1,12467.45,5,15
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_060,560912,True,560912,1288691256.0,827,11,1,13,0.15,12467.6,6,15
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_1,560912,EMPTY,560912,1288691428.0,830,11,1,13,2.8666666666666667,12470.466666666667,7,15
4901428.0,116.79765,2833073,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560912,EMPTY,560912,1288691726.0,835,11,1,13,4.966666666666667,12475.433333333332,8,15
4901428.0,116.79765,2830183,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_100,560925,EMPTY,560925,1288692329.0,845,11,1,14,19.05,16805.483333333334,8,15
560872.0,0.0,2797217,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_530,560872,EMPTY,560872,1288724400.0,1380,11,1,23,2880.0,31740.0,40,15
560925.0,0.0,2814003,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_100,560925,EMPTY,560912,1288724400.0,1380,11,1,23,2880.0,21660.0,4,15
560462.0,0.0,2817543,deviant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_065_2,560925,EMPTY,560950,1288810800.0,1380,11,2,23,2333.7,18780.0,15,17
4901428.0,116.79765,2838476,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_2,560925,EMPTY,560925,1288810800.0,1380,11,2,23,13020.0,13020.0,2,17
560925.0,0.0,2839858,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_065_2,560925,EMPTY,560925,1288810800.0,1380,11,2,23,2880.0,2880.0,2,17
560925.0,0.0,2840219,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_065_2,560925,EMPTY,560925,1288810800.0,1380,11,2,23,2880.0,2880.0,2,17
560925.0,0.0,2840553,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_065_2,560925,EMPTY,560925,1288810800.0,1380,11,2,23,2880.0,2880.0,2,17
4901428.0,3996.7473,2851738,regular,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,01_HOOFD_010,560912,EMPTY,560912,1288810800.0,1380,11,2,23,0.0,0.0,1,17
4901428.0,4719.4175,2852274,regular,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,01_HOOFD_010,560912,EMPTY,560912,1288810800.0,1380,11,2,23,0.0,0.0,1,17
4901428.0,116.79765,2838476,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_015,560464,EMPTY,560925,1288855077.0,677,11,3,11,737.95,13757.95,3,17
4901428.0,116.79765,2838476,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_020,560925,True,560925,1288855084.0,678,11,3,11,0.1166666666666666,13758.066666666668,4,17
4901428.0,116.79765,2838476,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_040,560925,False,560925,1288855092.0,678,11,3,11,0.1333333333333333,13758.2,5,17
4901428.0,116.79765,2838476,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_060,560925,True,560925,1288855098.0,678,11,3,11,0.1,13758.3,6,17
4901428.0,116.79765,2838476,regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,01_HOOFD_065_1,560925,EMPTY,560925,1288855465.0,684,11,3,11,6.116666666666666,13764.416666666666,7,17
560925.0,0.0,2839858,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_015,560925,EMPTY,560925,1288865074.0,844,11,3,14,904.5666666666668,3784.5666666666666,3,17
560925.0,0.0,2839858,regular,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,01_HOOFD_020,560925,True,560925,1288865089.0,844,11,3,14,0.25,3784.8166666666666,4,17
